id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Label
738379,moderate,moderate,"Week day lunch,Week day dinner",cheap,"Superhero,Action",other,Friends,A moderate amount (medium),Shawarma
622023,very complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,"Superhero,Action",soda,Friends,A lot (hot),Shawarma
604770,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",moderate,"Superhero,Action",other,"Parents,Siblings,Friends",,Shawarma
608318,very complex,moderate,"Week day lunch,Weekend lunch",moderate,other,soda,"Parents,Siblings",A moderate amount (medium),Shawarma
626757,simple,few,"Week day lunch,Late night snack",cheap,"Superhero,Action",other,Friends,A lot (hot),Shawarma
745297,simple,few,"Week day lunch,Weekend lunch",cheap,"Comedy,Political",soda,"Friends,Strangers",A lot (hot),Shawarma
627599,very complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,"Superhero,Action",tea,"Siblings,Friends",,Shawarma
520037,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,"Superhero,Action",soda,Friends,A moderate amount (medium),Shawarma
632189,moderate,few,"Week day lunch,Weekend lunch,Late night snack",cheap,"Superhero,Action",water,Strangers,,Shawarma
627636,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,"Crime,Thriller",water,Strangers,A moderate amount (medium),Shawarma
295428,simple,few,"Week day lunch,Late night snack",cheap,"Drama,Thriller",other,"Siblings,Friends",A little (mild),Shawarma
228777,complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,"Sci-Fi,Adventure",soda,Strangers,A little (mild),Shawarma
609278,complex,moderate,Week day lunch,moderate,other,juice,Friends,,Shawarma
614089,simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,"Superhero,Action",soda,"Siblings,Friends",A moderate amount (medium),Shawarma
607517,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",moderate,"Superhero,Action",juice,Friends,A moderate amount (medium),Shawarma
714607,moderate,few,Week day lunch,very cheap,other,tea,"Friends,Teachers",A little (mild),Shawarma
716650,very simple,moderate,Week day lunch,cheap,"Superhero,Action",other,Strangers,A lot (hot),Shawarma
497695,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,other,water,"Friends,Strangers",A moderate amount (medium),Shawarma
496858,complex,many,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,"Superhero,Action",other,Friends,A moderate amount (medium),Shawarma
608688,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,"Superhero,Action",other,"Parents,Siblings,Friends",A little (mild),Shawarma
604386,simple,few,"Week day lunch,Weekend lunch",cheap,"Superhero,Action",water,Strangers,A little (mild),Shawarma
628559,complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",cheap,"Superhero,Action",other,Strangers,A little (mild),Shawarma
715152,simple,moderate,"Week day dinner,Weekend dinner,Late night snack",moderate,other,water,Friends,,Shawarma
604110,moderate,few,"Week day lunch,Week day dinner,Late night snack",cheap,"Superhero,Action",soda,Friends,,Shawarma
629010,complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,"Superhero,Action",water,"Parents,Strangers",A moderate amount (medium),Shawarma
605254,moderate,moderate,"Week day lunch,Weekend lunch,Late night snack",cheap,no_movie,soda,Friends,A little (mild),Shawarma
628990,moderate,few,"Week day lunch,Weekend lunch,At a party",moderate,no_movie,other,"Parents,Siblings",,Shawarma
625295,complex,moderate,"Week day lunch,Weekend lunch",cheap,no_movie,other,Friends,,Shawarma
603415,simple,moderate,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",cheap,other,other,"Friends,Strangers",A moderate amount (medium),Shawarma
635533,very simple,few,Week day lunch,cheap,other,soda,Strangers,A moderate amount (medium),Shawarma
630389,very complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",expensive,"Superhero,Action",soda,Friends,A moderate amount (medium),Shawarma
714901,complex,few,"Week day lunch,Weekend lunch",moderate,"Superhero,Action",soda,Friends,A little (mild),Shawarma
629792,simple,moderate,"Week day lunch,Weekend lunch",cheap,"Superhero,Action",other,"Parents,Friends",A little (mild),Shawarma
629025,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",expensive,"Superhero,Action",soda,Strangers,A moderate amount (medium),Shawarma
524441,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,"Superhero,Action",soda,Strangers,A little (mild),Shawarma
389109,simple,few,Week day lunch,expensive,"Animation,Comedy",water,Strangers,,Shawarma
631216,moderate,moderate,Week day lunch,cheap,"Superhero,Action",other,Friends,A little (mild),Shawarma
738875,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",cheap,"Action,Comedy",water,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
634669,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",expensive,"Superhero,Action",alcohol,Strangers,A moderate amount (medium),Shawarma
409940,simple,few,Week day lunch,cheap,"Superhero,Action",soda,Friends,A little (mild),Shawarma
399605,moderate,few,"Week day lunch,Weekend lunch",cheap,"Superhero,Action",soda,Friends,,Shawarma
721831,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",moderate,other,soda,Friends,A lot (hot),Shawarma
835223,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,no_movie,soda,Friends,A lot (hot),Shawarma
712938,complex,moderate,"Week day lunch,Weekend lunch,At a party",cheap,other,soda,Friends,A lot (hot),Shawarma
395712,complex,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,"Superhero,Action",soda,"Parents,Siblings",A little (mild),Shawarma
603388,simple,moderate,Week day lunch,moderate,"Superhero,Action",soda,Strangers,A little (mild),Shawarma
617774,complex,moderate,"Week day lunch,Week day dinner",moderate,Drama,water,"Friends,Strangers",,Shawarma
289440,complex,few,"Week day lunch,Week day dinner",cheap,"Superhero,Action",soda,"Friends,Strangers",A moderate amount (medium),Shawarma
714503,simple,very few,"Week day lunch,Weekend lunch,Late night snack",cheap,no_movie,soda,"Siblings,Friends,Strangers",A little (mild),Shawarma
714893,complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,"Superhero,Action",soda,Friends,A moderate amount (medium),Shawarma
601094,moderate,many,"Week day lunch,Weekend dinner,Late night snack",cheap,"Superhero,Action",tea,Friends,A little (mild),Shawarma
618150,complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,no_movie,soda,"Parents,Siblings,Strangers",A lot (hot),Shawarma
607944,very complex,moderate,"Week day lunch,Week day dinner",cheap,other,juice,Friends,A moderate amount (medium),Shawarma
629844,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,other,juice,"Friends,Strangers",A little (mild),Shawarma
626482,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,"Comedy,Drama,Romance",soda,"Parents,Siblings",A little (mild),Shawarma
609257,complex,moderate,"Week day dinner,Weekend dinner,Late night snack",moderate,"Adventure,Sci-Fi",water,"Friends,Strangers",A little (mild),Shawarma
717921,complex,many,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,"Musical,Fantasy",water,Friends,A moderate amount (medium),Shawarma
181851,moderate,moderate,Week day lunch,cheap,no_movie,water,"Friends,Strangers",A lot (hot),Shawarma
629041,simple,few,Week day lunch,cheap,other,tea,Friends,A little (mild),Shawarma
604062,moderate,few,"Week day lunch,Weekend lunch,Late night snack",cheap,"Superhero,Action",soda,"Friends,Strangers",A moderate amount (medium),Shawarma
716749,moderate,moderate,"Week day lunch,Weekend lunch",moderate,no_movie,water,Friends,A moderate amount (medium),Shawarma
633143,complex,moderate,"Week day lunch,Weekend lunch,Late night snack",cheap,"Superhero,Action",soda,Friends,A little (mild),Shawarma
743828,very complex,moderate,"Week day lunch,Weekend lunch,Late night snack",moderate,"Superhero,Action",juice,"Siblings,Friends,Strangers",A lot (hot),Shawarma
520861,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,no_movie,other,Strangers,A moderate amount (medium),Shawarma
517019,complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,"Superhero,Action",other,Friends,A moderate amount (medium),Shawarma
626779,complex,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,no_movie,water,Strangers,A moderate amount (medium),Shawarma
611716,simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",cheap,"Superhero,Action",soda,Siblings,A little (mild),Shawarma
193195,complex,many,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",moderate,"Superhero,Action",other,"Friends,Strangers",A lot (hot),Shawarma
627530,complex,moderate,"Week day lunch,Weekend lunch,At a party",cheap,other,other,Friends,I will have some of this food item with my hot sauce,Shawarma
626479,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,"Superhero,Action",other,Friends,A moderate amount (medium),Shawarma
624540,complex,few,Week day lunch,very cheap,other,soda,Friends,A moderate amount (medium),Shawarma
625315,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",moderate,"Superhero,Action",other,"Parents,Siblings,Friends",A lot (hot),Shawarma
601941,simple,few,Week day lunch,moderate,no_movie,soda,Friends,A lot (hot),Shawarma
723968,simple,very many,"Week day lunch,Week day dinner",cheap,other,tea,Friends,,Shawarma
715806,moderate,few,"Week day lunch,Weekend lunch,Late night snack",cheap,other,soda,Strangers,,Shawarma
720045,simple,moderate,"Week day lunch,Week day dinner",cheap,"Superhero,Action",water,Strangers,A lot (hot),Shawarma
713585,moderate,few,Week day lunch,cheap,no_movie,other,"Friends,Strangers",A moderate amount (medium),Shawarma
611188,complex,few,Week day lunch,cheap,"Action,Adventure",water,"Friends,Strangers",A moderate amount (medium),Shawarma
606726,simple,moderate,"Week day lunch,Late night snack",cheap,other,other,"Siblings,Friends",A little (mild),Shawarma
629142,complex,moderate,Week day lunch,cheap,"Superhero,Action",other,"Friends,Strangers",A moderate amount (medium),Shawarma
634825,complex,moderate,Week day lunch,cheap,"Superhero,Action",other,Friends,A lot (hot),Shawarma
613409,very complex,few,Week day lunch,moderate,other,soda,Strangers,,Shawarma
633224,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,"Action,Thriller",water,"Friends,Strangers",A little (mild),Shawarma
738850,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",cheap,"Superhero,Action",water,"Parents,Strangers",A lot (hot),Shawarma
500470,complex,few,"Week day lunch,Weekend lunch,Late night snack",cheap,"Superhero,Action",other,Friends,A little (mild),Shawarma
13183,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,other,soda,Strangers,A little (mild),Shawarma
627169,very simple,moderate,"Week day lunch,Weekend lunch,Late night snack",cheap,"Animation,Comedy",soda,"Friends,Teachers",A little (mild),Shawarma
229041,complex,moderate,Week day lunch,cheap,"Superhero,Action",soda,Friends,A little (mild),Shawarma
496344,very complex,very few,Week day lunch,cheap,"Superhero,Action",other,"Siblings,Friends",A little (mild),Shawarma
409723,moderate,many,"Week day lunch,Week day dinner,Weekend lunch",cheap,"Superhero,Action",other,Friends,A little (mild),Shawarma
630949,simple,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,"Sci-Fi,Adventure",other,"Parents,Siblings,Friends",A little (mild),Shawarma
413014,simple,moderate,"Week day lunch,Weekend lunch",cheap,other,juice,"Friends,Strangers",A little (mild),Shawarma
310438,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,"Superhero,Action",water,"Parents,Siblings",A lot (hot),Shawarma
627430,complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",cheap,"Superhero,Action",water,"Parents,Siblings",A lot (hot),Shawarma
526510,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch",cheap,no_movie,water,"Friends,Teachers",A moderate amount (medium),Shawarma
390823,simple,few,"Week day lunch,Weekend lunch",cheap,other,tea,"Friends,Strangers",A moderate amount (medium),Shawarma
717116,moderate,few,"Week day lunch,Week day dinner",moderate,"Superhero,Action",other,Strangers,A moderate amount (medium),Shawarma
712143,simple,moderate,"Weekend dinner,Late night snack",expensive,other,soda,Friends,A moderate amount (medium),Shawarma
612538,complex,moderate,"Week day lunch,Late night snack",very cheap,"Superhero,Action",water,"Friends,Teachers",A lot (hot),Shawarma
627539,complex,few,"Week day lunch,Weekend lunch",cheap,"Action,Comedy",soda,Teachers,A little (mild),Shawarma
603812,moderate,moderate,Week day lunch,cheap,other,alcohol,"Friends,Strangers",A little (mild),Shawarma
740568,simple,few,"Week day lunch,Weekend lunch",cheap,other,water,Friends,A little (mild),Shawarma
712702,complex,few,Week day dinner,cheap,other,juice,Friends,A little (mild),Shawarma
519638,complex,moderate,"Week day lunch,Week day dinner,Late night snack",cheap,other,water,"Friends,Strangers",A moderate amount (medium),Shawarma
627800,moderate,few,"Week day lunch,Weekend lunch,Late night snack",cheap,"Superhero,Action",water,"Teachers,Strangers",A little (mild),Shawarma
406863,complex,moderate,"Week day lunch,Weekend lunch",cheap,other,soda,Friends,A moderate amount (medium),Shawarma
726962,simple,moderate,"Week day dinner,Weekend dinner",expensive,other,water,Friends,A little (mild),Shawarma
628077,complex,many,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",moderate,"Superhero,Action",water,"Friends,Strangers",A moderate amount (medium),Shawarma
601693,moderate,moderate,"Week day lunch,Weekend lunch",cheap,"Superhero,Action",water,"Friends,Strangers",A little (mild),Shawarma
517096,complex,moderate,"Week day lunch,Weekend lunch,Late night snack",cheap,"Superhero,Action",tea,Friends,A moderate amount (medium),Shawarma
606821,simple,moderate,"Week day lunch,Weekend lunch,Late night snack",very cheap,"Superhero,Action",water,Friends,A moderate amount (medium),Shawarma
455047,simple,few,"Week day lunch,Weekend lunch",cheap,no_movie,"juice,soda,water",Friends,A moderate amount (medium),Shawarma
625576,complex,many,"Week day lunch,Late night snack",cheap,"Superhero,Action",water,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
716549,simple,few,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",moderate,other,soup,Friends,A little (mild),Sushi
715742,moderate,very few,"Weekend dinner,At a party",cheap,other,soup,Friends,,Sushi
727333,simple,few,At a party,very cheap,no_movie,soda,Parents,A little (mild),Sushi
606874,simple,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,other,water,Parents,,Sushi
505318,very complex,few,"Week day lunch,Weekend lunch,Weekend dinner",cheap,other,water,"Siblings,Friends",A moderate amount (medium),Sushi
605771,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,no_movie,unknown,"Siblings,Friends",,Sushi
606929,moderate,few,Weekend lunch,cheap,other,soda,Friends,A moderate amount (medium),Sushi
609789,simple,very few,"Week day dinner,Weekend dinner",very expensive,"Drama,Sci-Fi",tea,Friends,A lot (hot),Sushi
644623,very complex,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",expensive,no_movie,unknown,"Parents,Friends",,Sushi
626792,complex,moderate,Week day lunch,moderate,"Animation,Action",tea,"Friends,Strangers",A moderate amount (medium),Sushi
714863,simple,few,"Week day lunch,Weekend lunch,Late night snack",expensive,no_movie,tea,Siblings,,Sushi
602805,very complex,many,"Week day dinner,Weekend dinner",expensive,other,soda,Friends,,Sushi
602526,very complex,few,"Week day dinner,Weekend lunch,Weekend dinner,At a party",cheap,other,asianalcohol,"Parents,Siblings,Friends",A little (mild),Sushi
497421,very simple,few,"Weekend lunch,Weekend dinner",very expensive,Documentary,tea,"Parents,Siblings,Friends",,Sushi
389328,complex,few,"Week day lunch,Week day dinner,Weekend lunch",moderate,"Action,Thriller",asianalcohol,Teachers,A moderate amount (medium),Sushi
289931,very complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",expensive,"Animation,Adventure",tea,"Parents,Friends",,Sushi
620148,simple,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",moderate,"Animation,Romance,Fantasy",tea,"Parents,Friends",A moderate amount (medium),Sushi
387155,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",expensive,other,water,"Parents,Siblings,Friends,Strangers",,Sushi
516975,very complex,moderate,"Weekend lunch,Weekend dinner,At a party",expensive,other,tea,"Parents,Siblings,Friends",,Sushi
630825,simple,few,"Weekend lunch,Weekend dinner,At a party",moderate,"Action,Sci-Fi",soup,Friends,,Sushi
614043,very complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",expensive,other,tea,"Friends,Strangers",,Sushi
521125,moderate,few,"Week day lunch,Weekend lunch,Weekend dinner,Late night snack",very cheap,other,alcohol,"Siblings,Friends",,Sushi
627780,moderate,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",very expensive,other,asianalcohol,"Parents,Friends",,Sushi
492744,simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",expensive,other,water,"Siblings,Friends",A little (mild),Sushi
618747,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",moderate,Documentary,"alcohol,asianalcohol",Friends,,Sushi
607815,simple,very few,"Week day dinner,Weekend dinner",expensive,"Animation,Romance,Fantasy",asianalcohol,"Parents,Friends",,Sushi
601609,very complex,moderate,"Week day lunch,Weekend lunch",moderate,"Fantasy,Adventure",soda,"Parents,Friends",,Sushi
602657,simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",expensive,Documentary,soup,"Parents,Friends",A moderate amount (medium),Sushi
616449,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,other,tea,"Parents,Siblings",,Sushi
501893,moderate,very few,"Week day dinner,Weekend dinner",expensive,other,tea,"Parents,Friends",A moderate amount (medium),Sushi
507448,moderate,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very expensive,Documentary,other,"Parents,Siblings",,Sushi
606556,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,other,soup,"Parents,Siblings,Friends",,Sushi
724326,complex,few,"Weekend lunch,Weekend dinner,At a party",expensive,"Animation,Action",tea,"Siblings,Friends",A little (mild),Sushi
616945,moderate,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",very cheap,"Action,Comedy",water,Siblings,,Sushi
630962,simple,very few,"Week day lunch,Weekend lunch,At a party",expensive,other,water,"Friends,Strangers",,Sushi
715814,very simple,few,"Week day lunch,Weekend lunch,At a party,Late night snack",very expensive,no_movie,"alcohol,tea","Parents,Friends,Teachers",A moderate amount (medium),Sushi
502799,very simple,few,"Week day dinner,Weekend dinner",cheap,"Action,Comedy",water,Friends,,Sushi
605278,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,other,tea,"Parents,Friends",,Sushi
388888,very complex,few,"Week day dinner,Weekend dinner,At a party",expensive,other,tea,"Parents,Friends,Teachers",,Sushi
519548,simple,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",expensive,other,asianalcohol,"Siblings,Friends,Strangers",,Sushi
405521,very complex,very few,"Week day dinner,Weekend dinner",expensive,other,alcohol,"Parents,Siblings",,Sushi
607410,simple,very few,At a party,expensive,other,water,Strangers,,Sushi
715795,moderate,few,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",cheap,other,juice,"Parents,Strangers",,Sushi
625326,moderate,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,other,soup,"Parents,Siblings,Friends",,Sushi
627220,complex,few,"Week day dinner,Weekend lunch,Weekend dinner",expensive,"Drama,Family",water,"Parents,Siblings,Friends",,Sushi
634964,simple,very few,"Weekend lunch,Weekend dinner",expensive,"Action,Thriller",water,Friends,,Sushi
722500,simple,very few,"Week day lunch,Week day dinner,At a party",very cheap,Documentary,juice,"Parents,Friends,Teachers",,Sushi
602824,very complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,other,tea,"Friends,Strangers",,Sushi
618355,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",cheap,other,tea,Friends,,Sushi
611097,simple,few,"Weekend dinner,Late night snack",cheap,"Action,Thriller",soda,Friends,A moderate amount (medium),Sushi
634328,very complex,many,"Week day dinner,Weekend dinner,At a party",moderate,"Animation,Adventure",tea,Strangers,A little (mild),Sushi
607160,complex,moderate,"Week day dinner,Weekend dinner,At a party",moderate,"Action,Thriller",asianalcohol,"Siblings,Friends",A moderate amount (medium),Sushi
728522,very complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",moderate,"Drama,Romance,Sci-Fi",tea,"Parents,Friends",,Sushi
718570,complex,few,"Week day dinner,Weekend lunch,Weekend dinner,At a party",cheap,no_movie,"alcohol,juice","Parents,Friends",A moderate amount (medium),Sushi
714598,simple,very few,"Weekend dinner,At a party",very expensive,other,tea,"Parents,Siblings,Friends",,Sushi
601950,moderate,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",very cheap,Documentary,tea,"Parents,Friends",,Sushi
612478,simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,"Animation,Family",alcohol,"Parents,Siblings,Friends",,Sushi
501416,moderate,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",moderate,no_movie,tea,"Siblings,Friends,Teachers",,Sushi
629710,simple,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",very cheap,other,water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
502610,moderate,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,other,water,"Parents,Siblings,Friends",,Sushi
603476,very complex,few,"Week day dinner,Weekend dinner,At a party",expensive,other,water,"Parents,Siblings",,Sushi
600957,very complex,moderate,"Week day dinner,Weekend lunch,Weekend dinner",moderate,other,water,Friends,,Sushi
713423,very simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",moderate,other,tea,Parents,A little (mild),Sushi
722431,simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",moderate,other,"asianalcohol,tea","Parents,Siblings",,Sushi
633234,very complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,other,water,"Siblings,Friends",A little (mild),Sushi
148179,very complex,few,"Week day dinner,Weekend dinner,At a party",very expensive,no_movie,tea,"Parents,Friends",,Sushi
715845,moderate,moderate,"Week day dinner,Weekend dinner",expensive,other,tea,"Friends,Strangers",,Sushi
632153,simple,very few,"Week day lunch,At a party,Late night snack",moderate,other,other,"Siblings,Friends",A moderate amount (medium),Sushi
606552,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,"Thriller,Drama",water,"Friends,Strangers",,Sushi
738409,simple,very few,"Week day dinner,Weekend dinner",moderate,other,milk,Parents,,Sushi
612096,very complex,few,"Weekend lunch,Weekend dinner,At a party",cheap,other,tea,"Friends,Strangers",A moderate amount (medium),Sushi
743537,moderate,few,"Week day dinner,Weekend dinner",very cheap,"Animation,Romance,Fantasy",water,"Parents,Siblings",,Sushi
632896,moderate,few,"Week day lunch,Weekend dinner,At a party",cheap,"Animation,Romance,Fantasy",asianalcohol,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
605207,very complex,few,"Week day dinner,Weekend dinner",cheap,other,water,Siblings,,Sushi
617542,simple,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",moderate,other,soup,Parents,,Sushi
719554,very complex,very few,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,no_movie,soup,"Parents,Strangers",,Sushi
627427,moderate,very few,"Week day dinner,Weekend dinner,At a party",very expensive,other,tea,"Parents,Siblings",,Sushi
411315,complex,few,"Week day dinner,Weekend dinner,At a party",cheap,other,tea,"Parents,Siblings",,Sushi
631507,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,other,water,"Parents,Friends",,Sushi
627798,very complex,few,"Week day dinner,Weekend dinner",moderate,"Animation,Adventure,Family",tea,"Parents,Siblings",,Sushi
712093,complex,few,"Week day dinner,Weekend dinner",moderate,other,water,Strangers,,Sushi
627488,moderate,moderate,"Week day dinner,Weekend lunch,Weekend dinner",moderate,"Comedy,Family",water,"Parents,Friends",A little (mild),Sushi
626493,very complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",moderate,other,water,"Friends,Strangers",,Sushi
601363,complex,very few,"Week day dinner,Weekend dinner,At a party",expensive,other,alcohol,"Parents,Friends",A little (mild),Sushi
712898,simple,few,"Week day dinner,Weekend lunch,Weekend dinner",expensive,other,tea,"Parents,Friends",,Sushi
603398,very complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",expensive,other,water,Friends,A little (mild),Sushi
631012,very complex,moderate,At a party,moderate,"Animation,Action",water,Strangers,,Sushi
601848,simple,few,"Week day lunch,Weekend lunch,Weekend dinner",moderate,"Action,Thriller",tea,"Parents,Siblings,Friends",,Sushi
612131,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,other,tea,"Parents,Siblings,Friends",A little (mild),Sushi
408630,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",very cheap,"Animation,Adventure",tea,"Parents,Friends",,Sushi
632091,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",cheap,no_movie,tea,"Parents,Friends",,Sushi
601122,complex,few,"Week day dinner,Weekend lunch,Weekend dinner",cheap,other,asianalcohol,"Friends,Teachers",,Sushi
602871,moderate,very few,"Week day dinner,Weekend dinner",cheap,Documentary,soup,"Siblings,Friends",,Sushi
520828,complex,very few,"Week day lunch,Week day dinner,Weekend dinner",moderate,other,tea,"Parents,Friends",,Sushi
514199,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",moderate,no_movie,tea,"Parents,Friends",A little (mild),Sushi
389697,very simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",moderate,other,"tea,water","Parents,Siblings,Friends",,Sushi
714430,complex,moderate,At a party,cheap,"Superhero,Action",juice,Strangers,,Sushi
612567,moderate,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",very cheap,"Animation,Romance,Fantasy",other,Friends,,Sushi
744468,simple,very few,"Week day lunch,Weekend dinner",very cheap,"Sci-Fi,Thriller",water,Strangers,,Sushi
502722,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",moderate,other,water,Friends,,Sushi
519681,simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",very cheap,"Sci-Fi,Action,Adventure",water,"Parents,Friends",,Sushi
631125,very complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,other,unknown,Strangers,,Sushi
