combined_text,Label
"-0.1709752373421826 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.052223988211007 John Wick water Friends,Strangers A little (mild)",1
"-0.1709752373421826 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack -0.19009332075475224 Avengers water Parents,Strangers A lot (hot)",1
"0.8084090490360328 -0.3549037546490895 Week day lunch,Weekend lunch,Late night snack -0.47747020990683714 Avengers other Friends A little (mild)",1
"-0.1709752373421826 1.3560905789437931 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.19009332075475224 Aladdin soda Strangers A little (mild)",1
"-2.1297438100986135 0.6716928455066401 Week day lunch,Weekend lunch,Late night snack -0.47747020990683714 Ratatouille soda Friends,Teachers A little (mild)",1
0.8084090490360328 0.3294939787880635 Week day lunch -0.47747020990683714 Avengers soda Friends A little (mild),1
"1.7877933354142483 -1.0393014880862426 Week day lunch -0.47747020990683714 Avengers other Siblings,Friends A little (mild)",1
"-0.1709752373421826 3.0670849125366755 Week day lunch,Week day dinner,Weekend lunch -0.19009332075475224 Avengers other Friends A little (mild)",1
"-1.150359523720398 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner -0.6211586544828797 Star Wars other Parents,Siblings,Friends A little (mild)",1
"-1.150359523720398 0.6716928455066401 Week day lunch,Weekend lunch -0.47747020990683714 Scott Pilgrim Vs The World juice Friends,Strangers A little (mild)",1
"-0.1709752373421826 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner -0.19009332075475224 Avengers water Parents,Siblings A lot (hot)",1
"0.8084090490360328 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack -0.47747020990683714 Avengers water Parents,Siblings A lot (hot)",1
"-0.1709752373421826 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch -0.19009332075475224 Unknown water Friends,Teachers A moderate amount (medium)",1
"-1.150359523720398 -0.3549037546490895 Week day lunch,Weekend lunch -0.6211586544828797 Scott Pilgrim Vs The World tea Friends,Strangers A moderate amount (medium)",1
"-0.1709752373421826 -0.697102621367666 Week day lunch,Week day dinner 0.52834890212546 Avengers other Strangers A moderate amount (medium)",1
"-1.150359523720398 0.6716928455066401 Weekend dinner,Late night snack 0.9594142358535874 Shawarma Legend soda Friends A moderate amount (medium)",1
"0.8084090490360328 1.3560905789437931 Week day lunch,Late night snack -0.9085355436349646 Avengers water Friends,Teachers A lot (hot)",1
"0.8084090490360328 -0.012704887930512982 Week day lunch,Weekend lunch -0.19009332075475224 Rush Hour soda Teachers A little (mild)",1
"-0.1709752373421826 0.3294939787880635 Week day lunch -0.6211586544828797 Good Will Hunting alcohol Friends,Strangers A little (mild)",1
"-1.150359523720398 -0.012704887930512982 Week day lunch,Weekend lunch -0.47747020990683714 Fight Club water Friends A little (mild)",1
0.8084090490360328 -0.697102621367666 Week day dinner -0.19009332075475224 Shawarma Bowl juice Friends A little (mild),1
"0.8084090490360328 0.3294939787880635 Week day lunch,Week day dinner,Late night snack -0.6211586544828797 Drive water Friends,Strangers A moderate amount (medium)",1
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Weekend lunch,Late night snack -0.19009332075475224 Avengers water Teachers,Strangers A little (mild)",1
"0.8084090490360328 0.6716928455066401 Week day lunch,Weekend lunch -0.19009332075475224 Lion King soda Friends A moderate amount (medium)",1
"-1.150359523720398 0.6716928455066401 Week day dinner,Weekend dinner 1.2467911250056725 Captain America water Friends A little (mild)",1
"0.8084090490360328 3.0670849125366755 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 0.09728356839733268 Avengers water Friends,Strangers A moderate amount (medium)",1
"-0.1709752373421826 0.3294939787880635 Week day lunch,Weekend lunch -0.6211586544828797 Avengers water Friends,Strangers A little (mild)",1
"0.8084090490360328 1.0138917122252167 Week day lunch,Weekend lunch,Late night snack -0.47747020990683714 Avengers tea Friends A moderate amount (medium)",1
"-1.150359523720398 0.6716928455066401 Week day lunch,Weekend lunch,Late night snack -0.9085355436349646 Avengers water Friends A moderate amount (medium)",1
"-1.150359523720398 -0.697102621367666 Week day lunch,Weekend lunch -0.47747020990683714 Unknown juice,soda,water Friends A moderate amount (medium)",1
"0.8084090490360328 2.0404883123809463 Week day lunch,Late night snack -0.19009332075475224 Avengers water Siblings,Friends,Strangers A moderate amount (medium)",1
"-1.150359523720398 -0.3549037546490895 Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.52834890212546 Spirited Away soup Friends A little (mild)",2
"-0.1709752373421826 -1.0393014880862426 Weekend dinner,At a party -0.7648470990589221 Japanese Movie soup Friends Unknown",2
-1.150359523720398 -0.697102621367666 At a party -0.9085355436349646 Unknown soda Parents A little (mild),2
"-1.150359523720398 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 0.52834890212546 Johnny English water Parents Unknown",2
"1.7877933354142483 -0.012704887930512982 Week day lunch,Weekend lunch,Weekend dinner -0.47747020990683714 Karate Kid water Siblings,Friends A moderate amount (medium)",2
"0.8084090490360328 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 0.52834890212546 Unknown unknown Siblings,Friends Unknown",2
-0.1709752373421826 -0.3549037546490895 Weekend lunch -0.19009332075475224 Drange soda Friends A moderate amount (medium),2
"-1.150359523720398 -1.0393014880862426 Week day dinner,Weekend dinner 2.683675570766097 The Truman Show tea Friends A lot (hot)",2
"1.7877933354142483 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 1.5341680141577574 Unknown unknown Parents,Friends Unknown",2
"0.8084090490360328 1.3560905789437931 Week day lunch 0.09728356839733268 Kung Fu Panda tea Friends,Strangers A moderate amount (medium)",2
"-1.150359523720398 -0.697102621367666 Week day lunch,Weekend lunch,Late night snack 1.2467911250056725 Unknown tea Siblings Unknown",2
"1.7877933354142483 1.6982894456623696 Week day dinner,Weekend dinner 0.6720373467015025 The Wolverine soda Friends Unknown",2
"1.7877933354142483 -0.3549037546490895 Week day dinner,Weekend lunch,Weekend dinner,At a party -0.3337817653307947 Spirited Away asianalcohol Parents,Siblings,Friends A little (mild)",2
"-2.1297438100986135 -0.697102621367666 Weekend lunch,Weekend dinner 7.712771130927583 Jiro Dreams Of Sushi tea Parents,Siblings,Friends Unknown",2
"0.8084090490360328 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch 0.52834890212546 Kill Bill asianalcohol Teachers A moderate amount (medium)",2
"1.7877933354142483 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 1.2467911250056725 Finding Nemo tea Parents,Friends Unknown",2
"-1.150359523720398 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.09728356839733268 Your Name tea Parents,Friends A moderate amount (medium)",2
"0.8084090490360328 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.6720373467015025 Once Upon A Time In Hollywood water Parents,Siblings,Friends,Strangers Unknown",2
"1.7877933354142483 1.3560905789437931 Weekend lunch,Weekend dinner,At a party 0.6720373467015025 The Lord Of The Rings tea Parents,Siblings,Friends Unknown",2
"-1.150359523720398 -0.697102621367666 Weekend lunch,Weekend dinner,At a party 0.52834890212546 Transformer soup Friends Unknown",2
"1.7877933354142483 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 1.6778564587337998 Cars tea Friends,Strangers Unknown",2
"-0.1709752373421826 -0.697102621367666 Week day lunch,Weekend lunch,Weekend dinner,Late night snack -0.9085355436349646 Shark Tale alcohol Siblings,Friends Unknown",2
"-0.1709752373421826 -1.381500354804819 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 5.557444462286946 Bullet Train asianalcohol Parents,Friends Unknown",2
"-1.150359523720398 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 1.2467911250056725 Tokyo Story water Siblings,Friends A little (mild)",2
"-0.1709752373421826 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 0.52834890212546 Jiro Dreams Of Sushi alcohol,asianalcohol Friends Unknown",2
"-1.150359523720398 -1.0393014880862426 Week day dinner,Weekend dinner 1.2467911250056725 Your Name asianalcohol Parents,Friends Unknown",2
"1.7877933354142483 1.3560905789437931 Week day lunch,Weekend lunch 0.52834890212546 Harry Potter soda Parents,Friends Unknown",2
"-1.150359523720398 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 1.2467911250056725 Jiro Dreams Of Sushi soup Parents,Friends A moderate amount (medium)",2
"0.8084090490360328 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 0.09728356839733268 Isle Of Dogs tea Parents,Siblings Unknown",2
"-0.1709752373421826 -1.381500354804819 Week day dinner,Weekend dinner 0.9594142358535874 Little Forest tea Parents,Friends A moderate amount (medium)",2
"-0.1709752373421826 -1.381500354804819 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 2.683675570766097 Jiro Dreams Of Sushi other Parents,Siblings Unknown",2
"0.8084090490360328 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.052223988211007 Doraemon soup Parents,Siblings,Friends Unknown",2
"0.8084090490360328 -0.3549037546490895 Weekend lunch,Weekend dinner,At a party 0.815725791277545 Naruto tea Siblings,Friends A little (mild)",2
"-0.1709752373421826 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner -0.9085355436349646 Rush Hour water Siblings Unknown",2
"-1.150359523720398 -1.381500354804819 Week day lunch,Weekend lunch,At a party 0.9594142358535874 Jaws water Friends,Strangers Unknown",2
"-2.1297438100986135 -0.697102621367666 Week day lunch,Weekend lunch,At a party,Late night snack 4.839002239406733 Unknown alcohol,tea Parents,Friends,Teachers A moderate amount (medium)",2
"-2.1297438100986135 -0.697102621367666 Week day dinner,Weekend dinner -0.19009332075475224 Rush Hour water Friends Unknown",2
"0.8084090490360328 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner -0.19009332075475224 The End Of Evangelion tea Parents,Friends Unknown",2
"1.7877933354142483 -0.3549037546490895 Week day dinner,Weekend dinner,At a party 1.2467911250056725 Midnight Diner tea Parents,Friends,Teachers Unknown",2
"-1.150359523720398 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 1.2467911250056725 Spirited Away asianalcohol Siblings,Friends,Strangers Unknown",2
"1.7877933354142483 -1.381500354804819 Week day dinner,Weekend dinner 0.9594142358535874 Anime alcohol Parents,Siblings Unknown",2
-1.150359523720398 -1.0393014880862426 At a party 0.6720373467015025 Crazy Rich Asians water Strangers Unknown,2
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack -0.19009332075475224 The Perfect Storm juice Parents,Strangers Unknown",2
"-0.1709752373421826 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.4832893219391343 Anime soup Parents,Siblings,Friends Unknown",2
"0.8084090490360328 -0.012704887930512982 Week day dinner,Weekend lunch,Weekend dinner 0.9594142358535874 The Karate Kid water Parents,Siblings,Friends Unknown",2
"-1.150359523720398 -1.381500354804819 Weekend lunch,Weekend dinner 1.2467911250056725 John Wick water Friends Unknown",2
"-1.150359523720398 -1.0393014880862426 Week day lunch,Week day dinner,At a party -1.4832893219391343 Jiro Dreams Of Sushi juice Parents,Friends,Teachers Unknown",2
"1.7877933354142483 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.19009332075475224 The Pacific tea Friends,Strangers Unknown",2
"0.8084090490360328 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party -0.47747020990683714 Weathering With You tea Friends Unknown",2
"-1.150359523720398 -0.3549037546490895 Weekend dinner,Late night snack -0.19009332075475224 Kill Bill soda Friends A moderate amount (medium)",2
"1.7877933354142483 3.0670849125366755 Week day dinner,Weekend dinner,At a party 0.52834890212546 Finding Nemo tea Strangers A little (mild)",2
"0.8084090490360328 0.3294939787880635 Week day dinner,Weekend dinner,At a party 0.52834890212546 Kill Bill asianalcohol Siblings,Friends A moderate amount (medium)",2
"1.7877933354142483 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 0.52834890212546 Eternal Sunshine Of The Spotless Mind tea Parents,Friends Unknown",2
"0.8084090490360328 -0.3549037546490895 Week day dinner,Weekend lunch,Weekend dinner,At a party -0.19009332075475224 Unknown alcohol,juice Parents,Friends A moderate amount (medium)",2
"-1.150359523720398 -1.0393014880862426 Weekend dinner,At a party 3.402117793646309 Cars tea Parents,Siblings,Friends Unknown",2
"-0.1709752373421826 -1.381500354804819 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party -1.1959124327870494 Jiro Dreams Of Sushi tea Parents,Friends Unknown",2
"-1.150359523720398 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 0.38466045754941763 My Neighbor Totoro alcohol Parents,Siblings,Friends Unknown",2
"-0.1709752373421826 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 0.52834890212546 Unknown tea Siblings,Friends,Teachers Unknown",2
"-1.150359523720398 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party -1.3396008773630919 Johnny English water Parents,Siblings,Friends A moderate amount (medium)",2
"-0.1709752373421826 -1.381500354804819 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.7648470990589221 Tokyo Drift water Parents,Siblings,Friends Unknown",2
"1.7877933354142483 -0.697102621367666 Week day dinner,Weekend dinner,At a party 1.2467911250056725 Oldboy water Parents,Siblings Unknown",2
"1.7877933354142483 0.6716928455066401 Week day dinner,Weekend lunch,Weekend dinner 0.09728356839733268 The Proposal water Friends Unknown",2
"-2.1297438100986135 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 0.09728356839733268 Spirited Away tea Parents A little (mild)",2
"-1.150359523720398 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 0.09728356839733268 Rurouni Kenshin asianalcohol,tea Parents,Siblings Unknown",2
"1.7877933354142483 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner -0.19009332075475224 Oldboy water Siblings,Friends A little (mild)",2
"1.7877933354142483 -0.3549037546490895 Week day dinner,Weekend dinner,At a party 2.683675570766097 Unknown tea Parents,Friends Unknown",2
"-0.1709752373421826 0.3294939787880635 Week day dinner,Weekend dinner 0.815725791277545 Spirited Away tea Friends,Strangers Unknown",2
"-1.150359523720398 -1.0393014880862426 Week day lunch,At a party,Late night snack 0.52834890212546 Nemo other Siblings,Friends A moderate amount (medium)",2
"0.8084090490360328 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 0.09728356839733268 Gone Girl water Friends,Strangers Unknown",2
"-1.150359523720398 -1.0393014880862426 Week day dinner,Weekend dinner 0.52834890212546 My Hero Academia milk Parents Unknown",2
"1.7877933354142483 -0.3549037546490895 Weekend lunch,Weekend dinner,At a party -0.47747020990683714 Food Wars tea Friends,Strangers A moderate amount (medium)",2
"-0.1709752373421826 -0.697102621367666 Week day dinner,Weekend dinner -1.1959124327870494 Your Name water Parents,Siblings Unknown",2
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Weekend dinner,At a party -0.7648470990589221 Your Name asianalcohol Parents,Siblings,Friends A moderate amount (medium)",2
"1.7877933354142483 -0.697102621367666 Week day dinner,Weekend dinner -0.19009332075475224 Bullet Train water Siblings Unknown",2
"-1.150359523720398 -1.381500354804819 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 0.24097201297337514 Isle Of Dogs soup Parents Unknown",2
"1.7877933354142483 -1.7236992215233957 Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.19009332075475224 Unknown soup Parents,Strangers Unknown",2
"-0.1709752373421826 -1.381500354804819 Week day dinner,Weekend dinner,At a party 2.683675570766097 Liz And The Blue Bird tea Parents,Siblings Unknown",2
"0.8084090490360328 -0.3549037546490895 Week day dinner,Weekend dinner,At a party -0.3337817653307947 Spirited Away tea Parents,Siblings Unknown",2
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.19009332075475224 Spirited Away water Parents,Friends Unknown",2
"1.7877933354142483 -0.697102621367666 Week day dinner,Weekend dinner -0.046404876178709774 Frozen tea Parents,Siblings Unknown",2
"0.8084090490360328 -0.3549037546490895 Week day dinner,Weekend dinner 0.52834890212546 Seven Samurai water Strangers Unknown",2
"-0.1709752373421826 0.3294939787880635 Week day dinner,Weekend lunch,Weekend dinner 0.52834890212546 Barbie water Parents,Friends A little (mild)",2
"1.7877933354142483 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 0.52834890212546 Cars water Friends,Strangers Unknown",2
"0.8084090490360328 -1.0393014880862426 Week day dinner,Weekend dinner,At a party 0.815725791277545 The Boy And The Heron alcohol Parents,Friends A little (mild)",2
"-1.150359523720398 -0.697102621367666 Week day dinner,Weekend lunch,Weekend dinner 1.2467911250056725 Howl's Moving Castle tea Parents,Friends Unknown",2
"1.7877933354142483 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 1.2467911250056725 Suits water Friends A little (mild)",2
1.7877933354142483 1.0138917122252167 At a party 0.24097201297337514 Kung Fu Panda water Strangers Unknown,2
"-1.150359523720398 -0.3549037546490895 Week day lunch,Weekend lunch,Weekend dinner 0.24097201297337514 John Wick tea Parents,Siblings,Friends Unknown",2
"0.8084090490360328 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.47747020990683714 The Wolverine tea Parents,Siblings,Friends A little (mild)",2
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner -1.1959124327870494 Finding Nemo tea Parents,Friends Unknown",2
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner -0.19009332075475224 Unknown tea Parents,Friends Unknown",2
"0.8084090490360328 -0.3549037546490895 Week day dinner,Weekend lunch,Weekend dinner -0.6211586544828797 The Wolverine asianalcohol Friends,Teachers Unknown",2
"-0.1709752373421826 -1.0393014880862426 Week day dinner,Weekend dinner -0.7648470990589221 Jiro Dreams Of Sushi soup Siblings,Friends Unknown",2
"0.8084090490360328 -1.0393014880862426 Week day lunch,Week day dinner,Weekend dinner 0.09728356839733268 Isle Of Dogs tea Parents,Friends Unknown",2
"-0.1709752373421826 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.09728356839733268 Unknown tea Parents,Friends A little (mild)",2
"-2.1297438100986135 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 0.52834890212546 Anime tea,water Parents,Siblings,Friends Unknown",2
0.8084090490360328 1.3560905789437931 At a party -0.3337817653307947 Spider-Man juice Strangers Unknown,2
"-0.1709752373421826 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack -0.9085355436349646 Your Name other Friends Unknown",2
"-1.150359523720398 -1.0393014880862426 Week day lunch,Weekend dinner -1.3396008773630919 Bladerunner water Strangers Unknown",2
"0.8084090490360328 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 0.38466045754941763 A Silent Voice water Friends Unknown",2
"-1.150359523720398 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner -0.9085355436349646 Everything Everywhere All At Once water Parents,Friends Unknown",2
"1.7877933354142483 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 0.52834890212546 Monsters, Inc unknown Strangers Unknown",2
"0.8084090490360328 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.4832893219391343 Isle Of Dogs tea Parents,Siblings A little (mild)",2
"1.7877933354142483 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 0.52834890212546 Monsters, Inc water Parents,Teachers A little (mild)",2
"0.8084090490360328 -1.381500354804819 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party -1.1959124327870494 Jiro Dreams Of Sushi asianalcohol Parents,Siblings,Friends A little (mild)",2
"1.7877933354142483 0.6716928455066401 Week day lunch,Week day dinner 1.2467911250056725 Jiro Dreams Of Sush tea Friends Unknown",2
"1.7877933354142483 -1.381500354804819 Week day dinner,Weekend lunch,Weekend dinner 0.52834890212546 Jiro Dreams Of Sushi tea Parents,Siblings,Friends Unknown",2
"1.7877933354142483 -0.3549037546490895 Week day dinner,Weekend dinner 0.52834890212546 Parasite water Friends Unknown",2
"1.7877933354142483 -0.3549037546490895 Week day dinner,Weekend dinner,At a party 1.2467911250056725 Finding Nemo alcohol Parents,Friends Unknown",2
"-0.1709752373421826 -0.697102621367666 Week day dinner,Weekend dinner 0.0 Unknown asianalcohol Parents,Friends Unknown",2
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner -0.19009332075475224 Doraemon other Parents,Siblings A little (mild)",2
-0.1709752373421826 0.3294939787880635 Weekend dinner 9.86809779956822 Jiro Dreams Of Sushi juice Friends Unknown,2
"0.8084090490360328 -0.697102621367666 Week day lunch,Weekend lunch,Weekend dinner -0.19009332075475224 Finding Nemo tea Strangers A little (mild)",2
"-1.150359523720398 -1.381500354804819 Weekend lunch,Weekend dinner -0.9085355436349646 Tokyo Story tea Strangers Unknown",2
"-0.1709752373421826 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 1.2467911250056725 Parasite water Parents,Siblings,Friends Unknown",2
"0.8084090490360328 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.046404876178709774 Inception water Friends A moderate amount (medium)",2
"0.8084090490360328 -0.012704887930512982 Week day dinner,Weekend dinner,Late night snack -0.3337817653307947 Pleasant Goat And Big Big Wolf water Parents,Siblings Unknown",2
"0.8084090490360328 -0.697102621367666 Week day dinner,Weekend lunch,Weekend dinner,At a party 1.2467911250056725 The Karate Kid alcohol Parents,Friends,Strangers A little (mild)",2
0.8084090490360328 4.7780792461295585 At a party 0.24097201297337514 Unknown water Strangers A moderate amount (medium),2
"-1.150359523720398 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.09728356839733268 Your Name tea Siblings,Friends Unknown",2
"0.8084090490360328 -0.3549037546490895 Week day dinner,Weekend lunch,Weekend dinner -0.19009332075475224 Wolf Of Wall Street alcohol Parents,Friends A little (mild)",2
"-1.150359523720398 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 0.38466045754941763 Spirited Away tea Parents,Friends A lot (hot)",2
"-0.1709752373421826 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.09728356839733268 The Wolverine tea Siblings,Friends Unknown",2
-2.1297438100986135 -1.381500354804819 Week day dinner -0.3337817653307947 Jiro Dreams Of Sushi other Parents Unknown,2
"1.7877933354142483 -0.697102621367666 Weekend dinner 1.2467911250056725 Romance Movie water Parents,Friends Unknown",2
"0.8084090490360328 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 3.402117793646309 Food Wars tea Parents,Siblings,Friends Unknown",2
"-0.1709752373421826 -0.697102621367666 Week day lunch,Weekend lunch,Weekend dinner,At a party 0.52834890212546 Unknown water Parents,Siblings,Friends A moderate amount (medium)",2
"0.8084090490360328 -1.0393014880862426 Weekend lunch,Weekend dinner 1.9652333478858848 Japanese Movie other Parents Unknown",2
"0.8084090490360328 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 2.683675570766097 Jiro Dreams Of Sushi tea,water Parents,Siblings,Friends Unknown",2
"0.8084090490360328 -0.3549037546490895 Week day dinner,Weekend dinner,At a party 1.2467911250056725 Wolf Of Wall Street soda Friends A moderate amount (medium)",2
-1.150359523720398 -0.697102621367666 Week day lunch -0.3337817653307947 Godzilla other Strangers Unknown,2
"1.7877933354142483 -0.3549037546490895 Week day dinner,Weekend lunch,Weekend dinner -0.19009332075475224 Johnny English asianalcohol Siblings,Friends Unknown",2
-0.1709752373421826 -1.0393014880862426 Weekend dinner 0.09728356839733268 Fast And Furious tea Parents Unknown,2
"1.7877933354142483 -0.697102621367666 Week day dinner,Weekend lunch,Weekend dinner,At a party -0.046404876178709774 Karate Kid water Friends,Strangers A little (mild)",2
"-1.150359523720398 -1.0393014880862426 Week day dinner,Weekend dinner,At a party 0.6720373467015025 Scary Movie water Parents,Siblings,Friends Unknown",2
"0.8084090490360328 -0.697102621367666 Week day dinner,Weekend dinner -0.19009332075475224 Finding Nemo alcohol Parents,Siblings Unknown",2
"-2.1297438100986135 -1.0393014880862426 Week day dinner,Weekend dinner,At a party,Late night snack -1.3396008773630919 Jiro Dreams Of Sushi water Parents,Friends,Strangers Unknown",2
"0.8084090490360328 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack -0.3337817653307947 Monster House water Friends,Strangers A little (mild)",2
"0.8084090490360328 -0.3549037546490895 Week day dinner,Weekend lunch,Weekend dinner,At a party 1.2467911250056725 The Big Short asianalcohol Parents,Siblings,Friends Unknown",2
"0.8084090490360328 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 0.38466045754941763 Kill Bill water Siblings Unknown",2
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 0.09728356839733268 The Little Mermaid soup Parents,Friends Unknown",2
"0.8084090490360328 -1.0393014880862426 Weekend dinner,At a party 1.9652333478858848 Lost In Translation water Siblings,Strangers Unknown",2
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 0.52834890212546 Recep Ivedik 2 asianalcohol Parents,Siblings Unknown",2
"-1.150359523720398 -0.697102621367666 Week day lunch,Weekend lunch -1.052223988211007 Pirates Of The Caribbean other Siblings,Friends Unknown",2
"-0.1709752373421826 -0.3549037546490895 Week day dinner,Weekend dinner 0.09728356839733268 The Big Short water Parents,Siblings,Friends A little (mild)",2
"0.8084090490360328 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 1.2467911250056725 Crazy Rich Asians water Parents,Siblings,Friends Unknown",2
"0.8084090490360328 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.38466045754941763 Harry Potter tea Friends Unknown",2
"-0.1709752373421826 -0.3549037546490895 Weekend lunch,Weekend dinner 0.52834890212546 Jiro Dreams Of Sushi tea Friends A moderate amount (medium)",2
"-0.1709752373421826 -1.0393014880862426 Week day dinner,Weekend dinner,At a party 2.683675570766097 Jiro Dreams Of Sushi tea Friends Unknown",2
"1.7877933354142483 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 1.2467911250056725 Spirited Away tea Parents Unknown",2
"0.8084090490360328 1.0138917122252167 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 1.9652333478858848 Anime tea Parents,Siblings,Friends Unknown",2
