id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Label
618355,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",10.0,dictator,coke,"Friends,Strangers",2.0,Shawarma
611097,2,6.0,"Week day lunch,Week day dinner",6.0,The Avengers,coke,Friends,2.0,Shawarma
634328,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,The Avengers,Soda,"Siblings,Friends",1.0,Shawarma
607160,1,5.0,Week day lunch,8.0,Dangal,Orange juice,Strangers,2.0,Shawarma
728522,3,10.0,Week day lunch,8.0,Kungfu Panda,Nestea,"Friends,Strangers",3.0,Shawarma
718570,2,10.0,Week day lunch,10.0,,coke,"Friends,Teachers",1.0,Shawarma
601950,4,4.0,"Week day lunch,Week day dinner,At a party",7.0,black hawk down,coke,"Friends,Strangers",1.0,Shawarma
612478,3,8.0,"Week day lunch,Weekend lunch,Late night snack",14.0,Avengers,Diet coke,Friends,2.0,Shawarma
629710,3,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16.0,The Avengers ,Apple juice,"Parents,Siblings,Friends",1.0,Shawarma
603476,3,9.0,"Week day lunch,Weekend lunch",10.0,Cloudy with a Chance of Meatballs,coke,"Parents,Siblings,Friends",2.0,Shawarma
600957,4,11.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",16.0,How to lose a guy in 10 days,Water,Parents,1.0,Shawarma
722431,2,7.0,Week day lunch,10.0,The Avengers.,Nestea.,Teachers,-1.0,Shawarma
633234,4,5.0,"Week day lunch,Weekend lunch,Late night snack",8.0,Babylon,Iced Tea,Friends,3.0,Shawarma
148179,3,10.0,"Week day lunch,Weekend lunch,At a party",15.0,,Cola,Friends,2.0,Shawarma
715845,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,Dangal,Orange juice,Strangers,1.0,Shawarma
606552,3,6.0,"Week day lunch,Week day dinner,Late night snack",15.0,Lord of the rings,Nestea,"Parents,Siblings,Strangers",1.0,Shawarma
738409,3,8.0,Week day lunch,10.0,,Water,Friends,1.0,Shawarma
612096,3,7.0,"Week day lunch,Late night snack",6.0,Aladdin,Coke,"Friends,Strangers",3.0,Shawarma
605207,4,5.0,"Week day lunch,Weekend lunch",10.0,Avengers,Water,Parents,1.0,Shawarma
719554,3,3.0,Week day lunch,6.0,,,Strangers,1.0,Shawarma
627427,5,6.0,"Week day lunch,Weekend lunch,Late night snack",15.0,Prince of Egypt,Water,Friends,2.0,Shawarma
411315,3,5.0,"Week day lunch,Late night snack",6.0,Borat,coke,"Friends,Teachers",3.0,Shawarma
627798,4,10.0,"Week day lunch,Weekend lunch",10.0,The Avengers,Sprite,"Friends,Strangers",-1.0,Shawarma
712093,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",10.0,Harold and Kumar,Coca Cola,"Parents,Friends",2.0,Shawarma
627488,2,12.0,"Week day lunch,Weekend lunch",10.0,Gossip Girl,Soda,"Friends,Strangers",2.0,Shawarma
626493,2,7.0,"Week day lunch,Weekend lunch,Late night snack",10.0,The Avengers,Apple Juice,"Friends,Strangers",2.0,Shawarma
712898,3,9.0,"Week day lunch,Week day dinner,Weekend lunch",7.0,The Avengers,Nestea,Friends,1.0,Shawarma
631012,3,11.0,"Week day lunch,Weekend dinner",11.0,Khabi Khushi Khabi Gham,Diet Coke,"Siblings,Friends",2.0,Shawarma
601848,2,5.0,Week day lunch,9.0,Mission: Impossible – Dead Reckoning Part One,Iced lemon tea,Strangers,-1.0,Shawarma
612131,2,7.0,"Week day lunch,Weekend lunch",2.0,Avengers Endgame,Mineral water,Friends,2.0,Shawarma
601122,4,12.0,"Week day lunch,Weekend lunch,Late night snack",10.0,The Avengers,Coke,"Parents,Friends",2.0,Shawarma
520828,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",10.0,The Avengers,Water,Friends,2.0,Shawarma
514199,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,,Water,"Teachers,Strangers",1.0,Shawarma
389697,2,10.0,"Week day lunch,Weekend lunch",8.0,,"Water

Fruit juice/smoothie

Sparkling water

Soft drinks",Friends,1.0,Shawarma
612567,2,4.0,Week day lunch,6.0,Dune,Juice,Strangers,-1.0,Shawarma
744468,3,5.0,"Week day lunch,Week day dinner,Weekend lunch",5.0,Avengers,Orange Fanta,"Parents,Siblings",-1.0,Shawarma
519681,4,20.0,"Week day lunch,Weekend lunch",10.0,Parasite,Diet Coke,Strangers,2.0,Shawarma
631125,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,The Avengers,Coke,Parents,2.0,Shawarma
606119,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",13.0,Borat,Coke,"Friends,Strangers",1.0,Shawarma
627252,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,None come to mind,Water,"Friends,Strangers",2.0,Shawarma
603838,3,10.0,"Week day lunch,Week day dinner",6.0,The Avengers,Lemonade,Friends,1.0,Shawarma
719735,5,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,,Water,"Friends,Teachers,Strangers",3.0,Shawarma
608062,3,7.0,Week day lunch,12.0,Batman the dark knight ,Mango juice,Friends,2.0,Shawarma
608704,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,The Avengers,Coke,Friends,3.0,Shawarma
520383,3,6.0,"Week day lunch,Week day dinner,Weekend lunch",11.0,I don't think of a movie when thinking of this food item,Water,"Friends,Strangers",3.0,Shawarma
603793,2,10.0,"Week day lunch,Weekend lunch",20.0,the avengers,water,"Parents,Friends,Teachers",3.0,Shawarma
629712,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",14.0,Taxi Driver,Nestea,"Siblings,Friends",1.0,Shawarma
627505,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.0,The Dictator,Water,Friends,1.0,Shawarma
607065,3,7.0,"Week day lunch,Week day dinner,Weekend lunch",12.0,Avengers,Iced Tea,"Parents,Friends,Strangers",2.0,Shawarma
500077,3,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,none,Coke Zero,"Parents,Siblings,Friends",2.0,Shawarma
633350,3,12.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11.5,The Avengers,"Gingerale

 ","Siblings,Friends",1.0,Shawarma
603664,2,8.0,Week day lunch,16.0,The Avengers,water,Friends,-1.0,Shawarma
840827,4,4.0,Week day lunch,10.0,Comedy movie,Water,Parents,-1.0,Shawarma
604897,2,6.0,"Week day lunch,Weekend lunch",13.0,The Avengers,Lemonade,Friends,3.0,Shawarma
525422,4,6.0,"Week day lunch,Week day dinner,Weekend lunch",8.0,Avengers,Water,"Parents,Siblings",1.0,Shawarma
622023,5,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Avengers,Coke Zero,Friends,3.0,Shawarma
604770,3,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11.0,avengers,no drink,"Parents,Siblings,Friends",-1.0,Shawarma
745297,2,6.0,"Week day lunch,Weekend lunch",9.0,Borat,Coke,"Friends,Strangers",3.0,Shawarma
627599,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,Avengers,Nestea,"Siblings,Friends",-1.0,Shawarma
520037,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,Avengers,Pepsi,Friends,2.0,Shawarma
632189,3,6.0,"Week day lunch,Weekend lunch,Late night snack",5.99,Spider man spider verse,Water,Strangers,-1.0,Shawarma
228777,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,Star Wars,sprite ,Strangers,1.0,Shawarma
609278,4,8.0,Week day lunch,12.0,Aladdin,Sugarcane juice,Friends,-1.0,Shawarma
607517,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",14.0,Avengers,Fruit Juice,Friends,2.0,Shawarma
714607,3,5.0,Week day lunch,5.0,Alladin,Peach Green Tea,"Friends,Teachers",1.0,Shawarma
497695,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,Gladiator,Water,"Friends,Strangers",2.0,Shawarma
608688,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,The Avengers,Soda,"Parents,Siblings,Friends",1.0,Shawarma
604386,2,4.0,"Week day lunch,Weekend lunch",10.0,Avengers,water,Strangers,1.0,Shawarma
628559,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.0,Iron Man,Soda,Strangers,1.0,Shawarma
715152,2,9.0,"Week day dinner,Weekend dinner,Late night snack",15.0,Any bollywood movie,I usually like water,Friends,-1.0,Shawarma
604110,3,4.0,"Week day lunch,Week day dinner,Late night snack",10.0,The Avengers,Sprite,Friends,-1.0,Shawarma
629010,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,The Avengers,Water,"Parents,Strangers",2.0,Shawarma
605254,3,10.0,"Week day lunch,Weekend lunch,Late night snack",9.0,,Diet Coke,Friends,1.0,Shawarma
628990,3,6.0,"Week day lunch,Weekend lunch,At a party",11.0,,Soda,"Parents,Siblings",-1.0,Shawarma
625295,4,7.0,"Week day lunch,Weekend lunch",6.0,None in particular,Pop,Friends,-1.0,Shawarma
635533,1,5.0,Week day lunch,10.0,Son of Babylon,Coke,Strangers,2.0,Shawarma
630389,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",17.0,Avengers 1,Coke,Friends,2.0,Shawarma
629792,2,7.0,"Week day lunch,Weekend lunch",10.0,avengers,pop,"Parents,Friends",1.0,Shawarma
629025,3,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,The Avengers,Pepsi,Strangers,2.0,Shawarma
524441,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,Avengers,Pepsi,Strangers,1.0,Shawarma
389109,2,5.0,Week day lunch,20.0,"Cloudy With a Chance of Meatballs again? (Shawarmas don't appear in that though, but hey it's food)","Ayran Yogurt (actually I don't drink this after having tried it twice, but if we're talking about what I'd canonically pair it with). If we're talking about what I'd actually drink and pair it with, then just water",Strangers,-1.0,Shawarma
631216,3,8.0,Week day lunch,10.0,Avengers,lemonade,Friends,1.0,Shawarma
738875,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,Deadpool & Wolverine,Water,"Siblings,Friends,Strangers",2.0,Shawarma
634669,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",16.99,The Avengers,Wine,Strangers,2.0,Shawarma
409940,2,5.0,Week day lunch,10.0,avengers,diet coke,Friends,1.0,Shawarma
399605,3,6.0,"Week day lunch,Weekend lunch",7.0,avengers,coke,Friends,-1.0,Shawarma
721831,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11.0,Bad Boys,Fanta,Friends,3.0,Shawarma
835223,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,-,Coke,Friends,3.0,Shawarma
712938,4,10.0,"Week day lunch,Weekend lunch,At a party",10.0,3 Idiots,Fanta,Friends,3.0,Shawarma
289440,4,5.0,"Week day lunch,Week day dinner",7.0,The Avengers  ,coke,"Friends,Strangers",2.0,Shawarma
714503,2,3.0,"Week day lunch,Weekend lunch,Late night snack",10.0,documenary,cola,"Siblings,Friends,Strangers",1.0,Shawarma
714893,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Avengers,Coke,Friends,2.0,Shawarma
601094,3,12.0,"Week day lunch,Weekend dinner,Late night snack",7.5,The Avengers,ice tea,Friends,1.0,Shawarma
618150,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,,Diet Coke,"Parents,Siblings,Strangers",3.0,Shawarma
607944,5,7.0,"Week day lunch,Week day dinner",10.0,chef,Juice,Friends,2.0,Shawarma
629844,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,Minions,Orange juice,"Friends,Strangers",1.0,Shawarma
626482,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,The Big Sick,Sprite,"Parents,Siblings",1.0,Shawarma
609257,4,10.0,"Week day dinner,Weekend dinner,Late night snack",14.0,Jurassic Park,Water,"Friends,Strangers",1.0,Shawarma
717921,4,20.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,Wicked,Sparkling water,Friends,2.0,Shawarma
181851,3,7.0,Week day lunch,8.0,,water,"Friends,Strangers",3.0,Shawarma
743828,5,8.0,"Week day lunch,Weekend lunch,Late night snack",12.0,Avengers,Mango Juice,"Siblings,Friends,Strangers",3.0,Shawarma
520861,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,,Soda,Strangers,2.0,Shawarma
517019,4,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11.0,Avengers,pop,Friends,2.0,Shawarma
611716,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7.0,The Avenger,coke,Siblings,1.0,Shawarma
193195,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15.0,Avengers,Soda,"Friends,Strangers",3.0,Shawarma
627530,4,8.0,"Week day lunch,Weekend lunch,At a party",10.0,Arcane,Ginger Ale,Friends,4.0,Shawarma
626479,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,Avengers because of Iron Man asking everyone to get shawarma after the fight,Some type of soda,Friends,2.0,Shawarma
625315,3,7.5,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",12.0,The Avengers,Soft drink,"Parents,Siblings,Friends",3.0,Shawarma
715806,3,5.0,"Week day lunch,Weekend lunch,Late night snack",10.0,Aladdin,sprite,Strangers,-1.0,Shawarma
720045,2,8.0,"Week day lunch,Week day dinner",6.0,Avengers,Water,Strangers,3.0,Shawarma
713585,3,5.0,Week day lunch,10.0,Idk,Soda,"Friends,Strangers",2.0,Shawarma
611188,4,6.0,Week day lunch,7.0,The Mummy,Water,"Friends,Strangers",2.0,Shawarma
606726,2,7.0,"Week day lunch,Late night snack",8.0,The Kite Runner,Ayran,"Siblings,Friends",1.0,Shawarma
634825,4,10.0,Week day lunch,10.0,Marvel Avengers,Soda,Friends,3.0,Shawarma
613409,5,6.0,Week day lunch,14.0,Forest Gump,Coke-Cola,Strangers,-1.0,Shawarma
633224,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,John Wick,Water,"Friends,Strangers",1.0,Shawarma
738850,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,The Avengers,Water,"Parents,Strangers",3.0,Shawarma
13183,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Aladdin,diet coke,Strangers,1.0,Shawarma
627169,1,8.0,"Week day lunch,Weekend lunch,Late night snack",8.0,Ratatouille,Sprite,"Friends,Teachers",1.0,Shawarma
496344,5,3.0,Week day lunch,8.0,Avengers,Jarritos,"Siblings,Friends",1.0,Shawarma
409723,3,15.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,The Avengers,Lassi,Friends,1.0,Shawarma
630949,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,Star Wars,Soda,"Parents,Siblings,Friends",1.0,Shawarma
310438,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,The Avengers ,Water,"Parents,Siblings",3.0,Shawarma
627430,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.0,The avengers,Water,"Parents,Siblings",3.0,Shawarma
526510,3,8.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,,water,"Friends,Teachers",2.0,Shawarma
390823,2,5.0,"Week day lunch,Weekend lunch",7.0,Scott Pilgrim,Nestea,"Friends,Strangers",2.0,Shawarma
712143,2,8.0,"Weekend dinner,Late night snack",18.0,"Shawarma Legend
---------------",cola,Friends,2.0,Shawarma
612538,4,10.0,"Week day lunch,Late night snack",5.0,Avengers,water,"Friends,Teachers",3.0,Shawarma
627539,4,6.0,"Week day lunch,Weekend lunch",10.0,Rush Hour,Sprite,Teachers,1.0,Shawarma
740568,2,6.0,"Week day lunch,Weekend lunch",8.0,Fight Club,Water,Friends,1.0,Shawarma
712702,4,4.0,Week day dinner,10.0,Shawarma Bowl,pineapple juice,Friends,1.0,Shawarma
406863,4,8.0,"Week day lunch,Weekend lunch",10.0,Lion King,Coke,Friends,2.0,Shawarma
726962,2,8.0,"Week day dinner,Weekend dinner",20.0,Captain of America,Water,Friends,1.0,Shawarma
628077,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.0,The Avengers,Water,"Friends,Strangers",2.0,Shawarma
601693,3,7.0,"Week day lunch,Weekend lunch",7.0,The Avengers,Water,"Friends,Strangers",1.0,Shawarma
606821,2,8.0,"Week day lunch,Weekend lunch,Late night snack",5.0,Avengers,Water,Friends,2.0,Shawarma
455047,2,4.0,"Week day lunch,Weekend lunch",8.0,,"juice, water or coke",Friends,2.0,Shawarma
625576,4,12.0,"Week day lunch,Late night snack",10.0,The Avengers,Water,"Siblings,Friends,Strangers",2.0,Shawarma
716549,2,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,Spirited Away,Miso soup,Friends,1.0,Sushi
606874,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,Johnny English,Water,Parents,-1.0,Sushi
505318,5,6.5,"Week day lunch,Weekend lunch,Weekend dinner",8.0,Karate Kid,Water,"Siblings,Friends",2.0,Sushi
605771,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,,,"Siblings,Friends",-1.0,Sushi
626792,4,10.0,Week day lunch,12.0,Kung fu panda,tea,"Friends,Strangers",2.0,Sushi
714863,2,4.0,"Week day lunch,Weekend lunch,Late night snack",20.0,none,tea,Siblings,-1.0,Sushi
602526,5,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",9.0,Spirited Away,soju,"Parents,Siblings,Friends",1.0,Sushi
389328,4,4.0,"Week day lunch,Week day dinner,Weekend lunch",15.0,Kill Bill,Sake,Teachers,2.0,Sushi
289931,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,Finding Nemo,green tea,"Parents,Friends",-1.0,Sushi
620148,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.0,Your Name,Tea,"Parents,Friends",2.0,Sushi
387155,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16.0,Once Upon a Time... in Hollywood,water,"Parents,Siblings,Friends,Strangers",-1.0,Sushi
614043,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",23.0,Cars,Green tea,"Friends,Strangers",-1.0,Sushi
521125,3,4.0,"Week day lunch,Weekend lunch,Weekend dinner,Late night snack",5.0,Shark Tale,Root beer,"Siblings,Friends",-1.0,Sushi
627780,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",50.0,Bullet Train ,Sake,"Parents,Friends",-1.0,Sushi
492744,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,Tokyo Story,Lemon water,"Siblings,Friends",1.0,Sushi
601609,5,10.0,"Week day lunch,Weekend lunch",15.0,Harry Potter,Diet Coke,"Parents,Friends",-1.0,Sushi
602657,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",20.0,Jiro Dreams of Sushi,miso soup,"Parents,Friends",2.0,Sushi
616945,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5.0,rush hour,water,Siblings,-1.0,Sushi
630962,2,2.0,"Week day lunch,Weekend lunch,At a party",18.0,Jaws,Water,"Friends,Strangers",-1.0,Sushi
502799,1,4.0,"Week day dinner,Weekend dinner",10.0,Rush hour,Water,Friends,-1.0,Sushi
605278,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,The End of Evangelion,Tea,"Parents,Friends",-1.0,Sushi
388888,5,5.0,"Week day dinner,Weekend dinner,At a party",20.0,Midnight Diner,Barley tea,"Parents,Friends,Teachers",-1.0,Sushi
519548,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,Spirited Away,Sake,"Siblings,Friends,Strangers",-1.0,Sushi
405521,5,2.0,"Week day dinner,Weekend dinner",18.0,anime,beer,"Parents,Siblings",-1.0,Sushi
607410,2,3.0,At a party,16.0,Crazy Rich Asians ,Water,Strangers,-1.0,Sushi
715795,3,6.0,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",10.0,The Perfect Storm,Iced fruit punch juice,"Parents,Strangers",-1.0,Sushi
625326,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",1.0,Anime,Soup,"Parents,Siblings,Friends",-1.0,Sushi
634964,2,2.0,"Weekend lunch,Weekend dinner",20.0,John Wick,Water,Friends,-1.0,Sushi
722500,2,3.0,"Week day lunch,Week day dinner,At a party",1.0,Jiro Dreams of Sushi,apple juice,"Parents,Friends,Teachers",-1.0,Sushi
618355,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8.0,weathering with you,hot tea,Friends,-1.0,Sushi
611097,2,5.0,"Weekend dinner,Late night snack",10.0,Kill Bill,coke,Friends,2.0,Sushi
634328,5,15.0,"Week day dinner,Weekend dinner,At a party",15.0,Findig Nemo,Green Tea,Strangers,1.0,Sushi
607160,4,7.0,"Week day dinner,Weekend dinner,At a party",15.0,kill bill,sake,"Siblings,Friends",2.0,Sushi
728522,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,Eternal Sunshine of the Spotless Mind,Hot Tea,"Parents,Friends",-1.0,Sushi
718570,4,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,,juice/wine,"Parents,Friends",2.0,Sushi
714598,2,3.0,"Weekend dinner,At a party",35.0,Cars 2,Hot tea,"Parents,Siblings,Friends",-1.0,Sushi
601950,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3.0,Jiro dreams of Sushi,tea,"Parents,Friends",-1.0,Sushi
612478,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14.0,My neighbour Totoro,Beer,"Parents,Siblings,Friends",-1.0,Sushi
629710,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2.0,Johnny English,Water,"Parents,Siblings,Friends",2.0,Sushi
603476,5,4.0,"Week day dinner,Weekend dinner,At a party",20.0,Oldboy,water,"Parents,Siblings",-1.0,Sushi
600957,5,8.0,"Week day dinner,Weekend lunch,Weekend dinner",12.0,The Proposal,Water,Friends,-1.0,Sushi
633234,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,Oldboy,Water,"Siblings,Friends",1.0,Sushi
148179,5,5.0,"Week day dinner,Weekend dinner,At a party",30.0,,Tea,"Parents,Friends",-1.0,Sushi
715845,3,7.0,"Week day dinner,Weekend dinner",17.0,Spirited Away,Green tea,"Friends,Strangers",-1.0,Sushi
606552,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,Gone Girl,Water,"Friends,Strangers",-1.0,Sushi
738409,2,3.0,"Week day dinner,Weekend dinner",15.0,My Hero Academia,milk,Parents,-1.0,Sushi
612096,5,5.0,"Weekend lunch,Weekend dinner,At a party",7.5,Food Wars!,Green tea,"Friends,Strangers",2.0,Sushi
605207,5,4.0,"Week day dinner,Weekend dinner",10.0,Bullet Train,Water,Siblings,-1.0,Sushi
719554,5,1.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,"深夜食堂

ナミヤ雑貨店の奇蹟",Miso soup,"Parents,Strangers",-1.0,Sushi
627427,3,2.0,"Week day dinner,Weekend dinner,At a party",30.0,Liz and the Blue Bird,Green tea,"Parents,Siblings",-1.0,Sushi
411315,4,5.0,"Week day dinner,Weekend dinner,At a party",9.0,spirited away,tea,"Parents,Siblings",-1.0,Sushi
627798,5,4.0,"Week day dinner,Weekend dinner",11.0,Frozen,Tea,"Parents,Siblings",-1.0,Sushi
712093,4,5.0,"Week day dinner,Weekend dinner",15.0,Seven Samurai,Water,Strangers,-1.0,Sushi
627488,3,7.0,"Week day dinner,Weekend lunch,Weekend dinner",15.0,Barbie,Water,"Parents,Friends",1.0,Sushi
626493,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,Cars 2,Water,"Friends,Strangers",-1.0,Sushi
712898,2,4.0,"Week day dinner,Weekend lunch,Weekend dinner",20.0,Howl's Moving Castle,green tea,"Parents,Friends",-1.0,Sushi
631012,5,9.0,At a party,13.0,Kung Fu Panda,Water,Strangers,-1.0,Sushi
601848,2,5.0,"Week day lunch,Weekend lunch,Weekend dinner",13.0,John Wick 4,Green tea,"Parents,Siblings,Friends",-1.0,Sushi
612131,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,The Wolverine,Green tea / ocha,"Parents,Siblings,Friends",1.0,Sushi
601122,4,5.0,"Week day dinner,Weekend lunch,Weekend dinner",7.0,The Wolverine,Sake,"Friends,Teachers",-1.0,Sushi
520828,4,3.0,"Week day lunch,Week day dinner,Weekend dinner",12.0,Isle of Dogs,Tea,"Parents,Friends",-1.0,Sushi
514199,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.0,,Tea,"Parents,Friends",1.0,Sushi
389697,1,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,Ghibli movies,"Green tea

Water","Parents,Siblings,Friends",-1.0,Sushi
612567,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",5.0,Your Name,Matcha,Friends,-1.0,Sushi
744468,2,3.0,"Week day lunch,Weekend dinner",2.0,Bladerunner,Water,Strangers,-1.0,Sushi
519681,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5.0,Everything Everywhere All At Once,Water,"Parents,Friends",-1.0,Sushi
631125,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,Monsters Inc.,,Strangers,-1.0,Sushi
606119,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",1.0,Isle of Dogs,Tea,"Parents,Siblings",1.0,Sushi
627252,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,Monsters Inc.,Water,"Parents,Teachers",1.0,Sushi
603838,5,8.0,"Week day lunch,Week day dinner",20.0,Jiro Dreams of Sush,Green Tea,Friends,-1.0,Sushi
719735,5,1.0,"Week day dinner,Weekend lunch,Weekend dinner",15.0,Jiro Dreams of Sushi,Hot or Iced Tea,"Parents,Siblings,Friends",-1.0,Sushi
608062,5,5.0,"Week day dinner,Weekend dinner",15.0,Parasite,Water ,Friends,-1.0,Sushi
