combined_text,Label
"3 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 14 Avengers Fruit Juice Friends A moderate amount (medium)",Shawarma
"3 5 Week day lunch $5  Alladin Peach Green Tea Friends,Teachers A little (mild)",Shawarma
1 I would expect a lot of ingredients for this food item. The wrap and the fillings combined would total around 10 ingredients. Week day lunch I would expect to pay around $7 to $8 dollars for one serving of this food item at the food trucks. The only movie that is associated with this food item would be the first Avengers due to the post credit scene. I would pair this item with a ginger ale because that is the most frequent drink purchased with this food item. Strangers A lot (hot),Shawarma
"4 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 12 Gladiator Water Friends,Strangers A moderate amount (medium)",Shawarma
"4 I expect this food item to contain around 12 ingredients: the flatbread, around 5-6 veggies like tomatoes, lettuce, pickled beetroot, cucumber, pickles, carrots. Some meat, some cheese like feta, and lastly the sauces: hotsauce, garlic sauce (toum), hummus, and tzatziki.  Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack I would expect to pay around $8-10.  The Avengers movie when they eat shawarma in the end credits scene! Maybe some mango lassi Friends A moderate amount (medium)",Shawarma
"4 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $10  The Avengers Soda Parents,Siblings,Friends A little (mild)",Shawarma
"2 4 Week day lunch,Weekend lunch 10 Avengers water Strangers A little (mild)",Shawarma
"4 8 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 8 Iron Man Soda Strangers A little (mild)",Shawarma
"2 9 Week day dinner,Weekend dinner,Late night snack 15$ Any bollywood movie I usually like water Friends nan",Shawarma
"3 4 Week day lunch,Week day dinner,Late night snack 10 The Avengers Sprite Friends nan",Shawarma
"4 10 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $9  The Avengers Water Parents,Strangers A moderate amount (medium)",Shawarma
"3 10 Week day lunch,Weekend lunch,Late night snack 9 nan Diet Coke Friends A little (mild)",Shawarma
"3 6 Week day lunch,Weekend lunch,At a party $11  nan Soda Parents,Siblings nan",Shawarma
"4 7 Week day lunch,Weekend lunch $6.00  None in particular Pop Friends nan",Shawarma
"2 8-12 Week day lunch,Week day dinner,Weekend lunch,Late night snack $7-10 Scott Pilgrim vs. the World Soda Friends,Strangers A moderate amount (medium)",Shawarma
1 5 Week day lunch 10 Son of Babylon Coke Strangers A moderate amount (medium),Shawarma
"5 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 17 Avengers 1 Coke Friends A moderate amount (medium)",Shawarma
"4 Six. Week day lunch,Weekend lunch I would pay $12. The Avengers Pepsi or Coca Cola Friends A little (mild)",Shawarma
"2 7: wrap, protein/falafel, lettuce, tomato, cucumber, onion, sauce Week day lunch,Weekend lunch $10  avengers pop Parents,Friends A little (mild)",Shawarma
"3 6-9 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 20 The Avengers Pepsi Strangers A moderate amount (medium)",Shawarma
"3 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $10  Avengers Pepsi Strangers A little (mild)",Shawarma
"2 5 Week day lunch 20 Cloudy With a Chance of Meatballs again? (Shawarmas don't appear in that though, but hey it's food) Ayran Yogurt (actually I don't drink this after having tried it twice, but if we're talking about what I'd canonically pair it with). If we're talking about what I'd actually drink and pair it with, then just water Strangers nan",Shawarma
3 8 Week day lunch 10 Avengers lemonade Friends A little (mild),Shawarma
"3 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $10  Deadpool & Wolverine Water Siblings,Friends,Strangers A moderate amount (medium)",Shawarma
"4 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $16.99  The Avengers Wine Strangers A moderate amount (medium)",Shawarma
2 5 Week day lunch 10$ avengers diet coke Friends A little (mild),Shawarma
"3 6 Week day lunch,Weekend lunch 7 avengers coke Friends nan",Shawarma
"3 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 11 Bad Boys Fanta Friends A lot (hot)",Shawarma
"4 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 12 - Coke Friends A lot (hot)",Shawarma
"4 10 Week day lunch,Weekend lunch,At a party 10 3 Idiots Fanta Friends A lot (hot)",Shawarma
"4 2 ingredients  Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $10 - 15$ Avengers Pop, Coca-Cola, 7up, crush  Parents,Siblings A little (mild)",Shawarma
2 about 8 Week day lunch 13 cad The Avengers Coke Strangers A little (mild),Shawarma
"4 5-10 Week day lunch,Week day dinner 7.99-15.99 The social network Water Friends,Strangers nan",Shawarma
"4 5 Week day lunch,Week day dinner 7 The Avengers   coke Friends,Strangers A moderate amount (medium)",Shawarma
"2 3 to 4 Week day lunch,Weekend lunch,Late night snack 10 documenary cola Siblings,Friends,Strangers A little (mild)",Shawarma
"4 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $10.00  Avengers Coke Friends A moderate amount (medium)",Shawarma
"3 12 (chicken/beef, flatbread, onion, pepper, pickle, sauce, spices for marinade) Week day lunch,Weekend dinner,Late night snack $7.50  The Avengers ice tea Friends A little (mild)",Shawarma
"4 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $9  nan Diet Coke Parents,Siblings,Strangers A lot (hot)",Shawarma
"5 7 Week day lunch,Week day dinner 10 chef Juice Friends A moderate amount (medium)",Shawarma
"4 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $7  Minions Orange juice Friends,Strangers A little (mild)",Shawarma
"3 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 9 The Big Sick Sprite Parents,Siblings A little (mild)",Shawarma
"4 10 Week day dinner,Weekend dinner,Late night snack 14$ Jurassic Park Water Friends,Strangers A little (mild)",Shawarma
"4 20 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $13  Wicked Sparkling water Friends A moderate amount (medium)",Shawarma
"3 7 Week day lunch 8 nan water Friends,Strangers A lot (hot)",Shawarma
2 6 Week day lunch 9 dollars Aladdin Iced tea Friends A little (mild),Shawarma
"3 Six to seven. Week day lunch,Weekend lunch,Late night snack $6  Marvel's Avengers Coke/Coke Zero Friends,Strangers A moderate amount (medium)",Shawarma
"3 7 Week day lunch,Weekend lunch 10-15 dollar no water or lemon water Friends A moderate amount (medium)",Shawarma
"4 Around 8-10 ingredients Week day lunch,Weekend lunch,Late night snack Around $8 The Avengers 1 Soft drinks such as Coca-Cola Friends A little (mild)",Shawarma
"5 8 Week day lunch,Weekend lunch,Late night snack 12 Avengers Mango Juice Siblings,Friends,Strangers A lot (hot)",Shawarma
"3 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 10 nan Soda Strangers A moderate amount (medium)",Shawarma
"4 9 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 11 Avengers pop Friends A moderate amount (medium)",Shawarma
"4 meat, pita, onions Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 15$ i dont know water Strangers A moderate amount (medium)",Shawarma
"2 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 7 The Avenger coke Siblings A little (mild)",Shawarma
"4 15 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack $15  Avengers Soda Friends,Strangers A lot (hot)",Shawarma
"4 8 Week day lunch,Weekend lunch,At a party $10  Arcane Ginger Ale Friends I will have some of this food item with my hot sauce",Shawarma
"4 Around 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $8  Avengers because of Iron Man asking everyone to get shawarma after the fight Some type of soda Friends A moderate amount (medium)",Shawarma
"4 5, 

lettuce, 

chicken

powder Week day lunch 7 for 2 Bahen crush/cola Friends A moderate amount (medium)",Shawarma
"3 6-9 Week day lunch,Week day dinner,Weekend lunch,Late night snack $12  The Avengers Soft drink Parents,Siblings,Friends A lot (hot)",Shawarma
"2 6 Week day lunch 14 dollar without tax none, only thing I know about it is the game, shawarma legend. cococola Friends A lot (hot)",Shawarma
"2 25 ingredients Week day lunch,Week day dinner within 10 dollors Legend of Shawama Nestea Friends nan",Shawarma
"3 5 Week day lunch,Weekend lunch,Late night snack 10 Aladdin sprite Strangers nan",Shawarma
"2 8 Week day lunch,Week day dinner 6 Avengers Water Strangers A lot (hot)",Shawarma
"3 5 Week day lunch 10 Idk Soda Friends,Strangers A moderate amount (medium)",Shawarma
"4 6 Week day lunch 7 The Mummy Water Friends,Strangers A moderate amount (medium)",Shawarma
"2 7 Week day lunch,Late night snack 8 The Kite Runner Ayran Siblings,Friends A little (mild)",Shawarma
"4 I would expect this food item to contain around 10 ingredients. Week day lunch I would expect to pay around $10 for a single serving of this food item. I think of the movie The Avengers. I would pair pop with this food item. Friends,Strangers A moderate amount (medium)",Shawarma
4 10 Week day lunch $10  Marvel Avengers Soda Friends A lot (hot),Shawarma
"5 Rice, Beef, Spice, Onion, Tomato, Lettuce. Total of 6 Week day lunch 14 Forest Gump Coke-Cola Strangers nan",Shawarma
"3 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $4.00  John Wick Water Friends,Strangers A little (mild)",Shawarma
"3 8 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 10 The Avengers Water Parents,Strangers A lot (hot)",Shawarma
"4 At least 5 Week day lunch,Weekend lunch,Late night snack 8.50 CAD Avengers Soda Friends A little (mild)",Shawarma
"3 10 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 10 Aladdin diet coke Strangers A little (mild)",Shawarma
"1 8 Week day lunch,Weekend lunch,Late night snack $8  Ratatouille Sprite Friends,Teachers A little (mild)",Shawarma
4 7 Week day lunch 5-10 dollars Avengers  pepsi Friends A little (mild),Shawarma
"5 3 Week day lunch 8 Avengers Jarritos Siblings,Friends A little (mild)",Shawarma
"3 15 Week day lunch,Week day dinner,Weekend lunch 10 The Avengers Lassi Friends A little (mild)",Shawarma
"2 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $7  Star Wars Soda Parents,Siblings,Friends A little (mild)",Shawarma
"2 7-10, depending on how many veggies you want inside Week day lunch,Weekend lunch 7-10$ for one shawarma I think of movies that take place in Toronto since it's so common here, such as Scott Pilgrim vs The World A fruit juice such as orange juice Friends,Strangers A little (mild)",Shawarma
"3 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 10 The Avengers  Water Parents,Siblings A lot (hot)",Shawarma
"4 8 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 8 The avengers Water Parents,Siblings A lot (hot)",Shawarma
"3 8 Week day lunch,Week day dinner,Weekend lunch 10 nan water Friends,Teachers A moderate amount (medium)",Shawarma
"2 5 Week day lunch,Weekend lunch $7  Scott Pilgrim Nestea Friends,Strangers A moderate amount (medium)",Shawarma
"3 3-5 Week day lunch,Week day dinner ~$15 The Avengers carbonated drinks Strangers A moderate amount (medium)",Shawarma
"2 8 Weekend dinner,Late night snack 18 Shawarma Legend
--------------- cola Friends A moderate amount (medium)",Shawarma
"4 10 Week day lunch,Late night snack $5  Avengers water Friends,Teachers A lot (hot)",Shawarma
"4 6 Week day lunch,Weekend lunch 10$ Rush Hour Sprite Teachers A little (mild)",Shawarma
"3 7 Week day lunch 7 Bucks Good Will Hunting Root Beer Friends,Strangers A little (mild)",Shawarma
"2 6 Week day lunch,Weekend lunch $8  Fight Club Water Friends A little (mild)",Shawarma
4 4 Week day dinner 10 Shawarma Bowl pineapple juice Friends A little (mild),Shawarma
"4 7 - Pita Bread, Chicken, Lettuce, Pickle, Onion, Rice, Shawarma Sauce Week day lunch,Week day dinner,Late night snack $7.25 for one wrap Drive Water Friends,Strangers A moderate amount (medium)",Shawarma
"3 6-7 Week day lunch,Weekend lunch,Late night snack 8-12 dollars Avengers  Water, Soda Teachers,Strangers A little (mild)",Shawarma
"4 8 Week day lunch,Weekend lunch 10 Lion King Coke Friends A moderate amount (medium)",Shawarma
"2 8 Week day dinner,Weekend dinner 20 Captain of America Water Friends A little (mild)",Shawarma
"4 15 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 12 The Avengers Water Friends,Strangers A moderate amount (medium)",Shawarma
"3 7 (if we're talking about a shawarma wrap) Week day lunch,Weekend lunch $7  The Avengers Water Friends,Strangers A little (mild)",Shawarma
"4 8 to 10 Week day lunch,Weekend lunch,Late night snack $7 to $10 The Avengers Nestea Friends A moderate amount (medium)",Shawarma
"2 8 Week day lunch,Weekend lunch,Late night snack $5  Avengers Water Friends A moderate amount (medium)",Shawarma
"2 4 Week day lunch,Weekend lunch 8 nan juice, water or coke Friends A moderate amount (medium)",Shawarma
"4 12 Week day lunch,Late night snack 10 The Avengers Water Siblings,Friends,Strangers A moderate amount (medium)",Shawarma
"2 5 Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 15 Spirited Away Miso soup Friends A little (mild)",Sushi
"3 紫菜，米饭

rice, vege

salmon Weekend dinner,At a party 6$ a pack Japanese movies Miso Soup Friends nan",Sushi
2 4 At a party 5dollar cartoon movie cola Parents A little (mild),Sushi
"2 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $15  Johnny English Water Parents nan",Sushi
"5 3-10 Week day lunch,Weekend lunch,Weekend dinner $8  Karate Kid Water Siblings,Friends A moderate amount (medium)",Sushi
"4 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $15  nan nan Siblings,Friends nan",Sushi
3 about 5 Weekend lunch 10 dollor drange coke Friends A moderate amount (medium),Sushi
"2 3 Week day dinner,Weekend dinner 30 dollar The Truman Show ice tea Friends A lot (hot)",Sushi
"5 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 15-30 dollars nan nan Parents,Friends nan",Sushi
"4 10 Week day lunch 12 Kung fu panda tea Friends,Strangers A moderate amount (medium)",Sushi
"2 4 Week day lunch,Weekend lunch,Late night snack 20 none tea Siblings nan",Sushi
"5 11 Week day dinner,Weekend dinner 16 Canadian Dollars The Wolverine Coca Cola Friends nan",Sushi
"5 5 Week day dinner,Weekend lunch,Weekend dinner,At a party $9  Spirited Away soju Parents,Siblings,Friends A little (mild)",Sushi
"1 Around 4, such as rice, meat, vegetables, seafood. Weekend lunch,Weekend dinner 30-100 CAD Jiro Dreams of Sushi Oolong tea Parents,Siblings,Friends nan",Sushi
"4 4 Week day lunch,Week day dinner,Weekend lunch $15  Kill Bill Sake Teachers A moderate amount (medium)",Sushi
"5 5: Seaweed, Rice, Fish, Wasabi, Soy Sauce Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $20  Finding Nemo green tea Parents,Friends nan",Sushi
"2 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 12 Your Name Tea Parents,Friends A moderate amount (medium)",Sushi
"4 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 16 Once Upon a Time... in Hollywood water Parents,Siblings,Friends,Strangers nan",Sushi
"5 10 Weekend lunch,Weekend dinner,At a party $13 - $20 sadly The Lord of the Rings: The Fellowship of the Ring Iced tea Parents,Siblings,Friends nan",Sushi
"2 4 Weekend lunch,Weekend dinner,At a party 15 dollars Transformer Soup Friends nan",Sushi
"5 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 23 Cars Green tea Friends,Strangers nan",Sushi
"3 4 Week day lunch,Weekend lunch,Weekend dinner,Late night snack $5.00  Shark Tale Root beer Siblings,Friends nan",Sushi
"3 2 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $50  Bullet Train  Sake Parents,Friends nan",Sushi
"2 4-6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 20 Tokyo Story Lemon water Siblings,Friends A little (mild)",Sushi
"3 Rice, nori, cucumber, salmon, avocado, crab, soy sauce Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party Sushi can cost quite a lot sometimes if it is an omakase restaurant. For regular sushi, one box of sushi costs around $15. Jiro Dreams of Sushi Sake, beer Friends nan",Sushi
"2 3 Week day dinner,Weekend dinner 20 CAD Your Name Sake Parents,Friends nan",Sushi
"5 10 Week day lunch,Weekend lunch 15 Harry Potter Diet Coke Parents,Friends nan",Sushi
"2 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 20 Jiro Dreams of Sushi miso soup Parents,Friends A moderate amount (medium)",Sushi
"4 Four Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $12  Isle of Dogs Green tea Parents,Siblings nan",Sushi
"3 2: rice and sashimi Week day dinner,Weekend dinner CAD15-20 Little Forest, a Japanese film tea Parents,Friends A moderate amount (medium)",Sushi
"3 salmon, cucumber Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 30 Jiro Dreams of Sushi Calpis Parents,Siblings nan",Sushi
"4 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 4 dollars Doraemon Miso Soup Parents,Siblings,Friends nan",Sushi
"4 5 (Nori, rice, cream cheese, cucumber and salmon) Weekend lunch,Weekend dinner,At a party $16-18 ""Naruto"" Tea Siblings,Friends A little (mild)",Sushi
"3 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 5 rush hour water Siblings nan",Sushi
"2 2 Week day lunch,Weekend lunch,At a party 18 Jaws Water Friends,Strangers nan",Sushi
"1 4 ingredients, dried laver, rice, some sauces (usually 1 sauce), some toppings (usually just 1 kind, sometimes might come to 2 or 3, and as sometimes dried laver is not used, we will give an average of 4 here). Week day lunch,Weekend lunch,At a party,Late night snack For a meal of sushi (like dinner), though I never had it at Toronto, I would expect to pay for around 40-50 CAD, and for each piece/plate, depending on the ingredients/number of sushi, it may cost 5-10 normally, and I think this is a fair price. I might came up with some Japan related movies(like Jiro Dreams of Sushi - this is in fact a documentary)/cartoons(like 一休さん)/TV series (like The Solitary Gourmet). I would say some Japanese culture related drinks like their wines (e.g. beer, rice wine, etc.) and tea (green tea more if specifically). Parents,Friends,Teachers A moderate amount (medium)",Sushi
"1 4 Week day dinner,Weekend dinner $10  Rush hour Water Friends nan",Sushi
"4 5 for nigiri (rice, water, rice vinegar, wasabi, some sort of protein) Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $10  The End of Evangelion Tea Parents,Friends nan",Sushi
"5 5 Week day dinner,Weekend dinner,At a party 20 Midnight Diner Barley tea Parents,Friends,Teachers nan",Sushi
"2 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $20  Spirited Away Sake Siblings,Friends,Strangers nan",Sushi
"5 2 Week day dinner,Weekend dinner 18 anime beer Parents,Siblings nan",Sushi
2 3 At a party $16  Crazy Rich Asians  Water Strangers nan,Sushi
"3 6 Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack $10  The Perfect Storm Iced fruit punch juice Parents,Strangers nan",Sushi
"3 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $1  Anime Soup Parents,Siblings,Friends nan",Sushi
"4 5 to 7 Week day dinner,Weekend lunch,Weekend dinner 15 to 20 dollars The Karate Kid Water Parents,Siblings,Friends nan",Sushi
"2 2 Weekend lunch,Weekend dinner $20  John Wick Water Friends nan",Sushi
"2 3 Week day lunch,Week day dinner,At a party $1  Jiro Dreams of Sushi apple juice Parents,Friends,Teachers nan",Sushi
"5 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 10 dollars The Pacific tea Friends,Strangers nan",Sushi
"4 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 8 weathering with you hot tea Friends nan",Sushi
"2 5 Weekend dinner,Late night snack 10 Kill Bill coke Friends A moderate amount (medium)",Sushi
"5 15 Week day dinner,Weekend dinner,At a party $15  Findig Nemo Green Tea Strangers A little (mild)",Sushi
"4 7 Week day dinner,Weekend dinner,At a party $15  kill bill sake Siblings,Friends A moderate amount (medium)",Sushi
"5 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 15 Eternal Sunshine of the Spotless Mind Hot Tea Parents,Friends nan",Sushi
"4 5 Week day dinner,Weekend lunch,Weekend dinner,At a party 10 nan juice/wine Parents,Friends A moderate amount (medium)",Sushi
"2 3 Weekend dinner,At a party 35 Cars 2 Hot tea Parents,Siblings,Friends nan",Sushi
"3 2 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 3 Jiro dreams of Sushi tea Parents,Friends nan",Sushi
"2 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $14  My neighbour Totoro Beer Parents,Siblings,Friends nan",Sushi
"3 2~5 excluding condiments and without variety. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $15 or above N/A (I don't watch a lot of movies) Tea, uncarbonated soft drink, alcoholic beverage Siblings,Friends,Teachers nan",Sushi
"2 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $2  Johnny English Water Parents,Siblings,Friends A moderate amount (medium)",Sushi
"3 2 rice and fish. can be 3 with toppings Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack  6$  tokyo drift Water Parents,Siblings,Friends nan",Sushi
"5 4 Week day dinner,Weekend dinner,At a party 20 Oldboy water Parents,Siblings nan",Sushi
"5 8 Week day dinner,Weekend lunch,Weekend dinner 12 The Proposal Water Friends nan",Sushi
"1 ~3 to 5: sushi rice + dried seaweed + some kind of sashimi is sufficient, but maybe something more as well Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack Maybe for ~CA$10-15 for 10 simple sushis at sushi express restaurants Spirited Away tea Parents A little (mild)",Sushi
"2 Around 6 key ingredients. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 15$ for 10pcs. Rurouni Kenshin. Sake or green tea. Parents,Siblings nan",Sushi
"5 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner $10  Oldboy Water Siblings,Friends A little (mild)",Sushi
"5 5 Week day dinner,Weekend dinner,At a party 30 nan Tea Parents,Friends nan",Sushi
"3 7 Week day dinner,Weekend dinner $17  Spirited Away Green tea Friends,Strangers nan",Sushi
"2 At least 3 Week day lunch,At a party,Late night snack At most $15 Nemo Fish sauce Siblings,Friends A moderate amount (medium)",Sushi
"4 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 12 Gone Girl Water Friends,Strangers nan",Sushi
"2 3 Week day dinner,Weekend dinner 15 My Hero Academia milk Parents nan",Sushi
"5 5 Weekend lunch,Weekend dinner,At a party 7.5 Food Wars! Green tea Friends,Strangers A moderate amount (medium)",Sushi
"3 4 Week day dinner,Weekend dinner 3 dollars Your Name (2016) Cold water Parents,Siblings nan",Sushi
"3 I expect 6 ingredients contained in this food item. Week day lunch,Weekend dinner,At a party I would expect 12 dollars for 1 serving of this food item. I think of the movie Your Name. I think Sake pair with this food item.  Parents,Siblings,Friends A moderate amount (medium)",Sushi
"5 4 Week day dinner,Weekend dinner $10  Bullet Train Water Siblings nan",Sushi
"2 2 to 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack Around $25 a meal or $1-3 each serving/piece Isle of Dogs Miso Soup Parents nan",Sushi
"5 1 Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $10  深夜食堂

ナミヤ雑貨店の奇蹟 Miso soup Parents,Strangers nan",Sushi
"3 2 Week day dinner,Weekend dinner,At a party $30.00  Liz and the Blue Bird Green tea Parents,Siblings nan",Sushi
"4 5 Week day dinner,Weekend dinner,At a party 9 spirited away tea Parents,Siblings nan",Sushi
"3 It depends on what kind… on average 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack Around 10 dollars per roll Spirited Away (2001) Water Parents,Friends nan",Sushi
"5 4 Week day dinner,Weekend dinner $11  Frozen Tea Parents,Siblings nan",Sushi
"4 5 Week day dinner,Weekend dinner 15$ Seven Samurai Water Strangers nan",Sushi
"3 7 Week day dinner,Weekend lunch,Weekend dinner 15 Barbie Water Parents,Friends A little (mild)",Sushi
"5 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 15 Cars 2 Water Friends,Strangers nan",Sushi
"4 2-5 Week day dinner,Weekend dinner,At a party $14-$20 The boy and the heron A beer Parents,Friends A little (mild)",Sushi
"2 4 Week day dinner,Weekend lunch,Weekend dinner 20 Howl's Moving Castle green tea Parents,Friends nan",Sushi
"5 7-10 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 15 - 25 CAD Suits I wouldn't pair a drink with sushi

Water probably Friends A little (mild)",Sushi
5 9 At a party 13 Kung Fu Panda Water Strangers nan,Sushi
"2 5 Week day lunch,Weekend lunch,Weekend dinner $13  John Wick 4 Green tea Parents,Siblings,Friends nan",Sushi
"4 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $8  The Wolverine Green tea / ocha Parents,Siblings,Friends A little (mild)",Sushi
"3 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 3 dollars Finding Nemo tea Parents,Friends nan",Sushi
"3 5-6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 8-12$ per tray no movie tea Parents,Friends nan",Sushi
"4 5 Week day dinner,Weekend lunch,Weekend dinner 7 The Wolverine Sake Friends,Teachers nan",Sushi
"3 3 Week day dinner,Weekend dinner 6 cad Jiro Dreams of Sushi Miso soup Siblings,Friends nan",Sushi
"4 3 Week day lunch,Week day dinner,Weekend dinner 12 Isle of Dogs Tea Parents,Friends nan",Sushi
"3 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 12 nan Tea Parents,Friends A little (mild)",Sushi
"1 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 15 Ghibli movies Green tea

Water Parents,Siblings,Friends nan",Sushi
4 10 At a party 9 dollars spiderman orange juice Strangers nan,Sushi
"3 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack $5  Your Name Matcha Friends nan",Sushi
"2 3 Week day lunch,Weekend dinner $2  Bladerunner Water Strangers nan",Sushi
"4 Around 6-7 ingredients for a sushi roll with 3-4 simple ingredients.  Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack In Toronto, around $12-15 for a single combo of sushi. A Silent Voice (2016) Water Friends nan",Sushi
"2 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 5 Everything Everywhere All At Once Water Parents,Friends nan",Sushi
"5 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 15 Monsters Inc. nan Strangers nan",Sushi
"4 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $1  Isle of Dogs Tea Parents,Siblings A little (mild)",Sushi
"5 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $15  Monsters Inc. Water Parents,Teachers A little (mild)",Sushi
"4 2 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 3 dollars jiro dreams of sushi sake Parents,Siblings,Friends A little (mild)",Sushi
"5 8 Week day lunch,Week day dinner 20 Jiro Dreams of Sush Green Tea Friends nan",Sushi
"5 1. Rice

2. Fish Week day dinner,Weekend lunch,Weekend dinner $15  Jiro Dreams of Sushi Hot or Iced Tea Parents,Siblings,Friends nan",Sushi
"5 5 Week day dinner,Weekend dinner $15  Parasite Water  Friends nan",Sushi
"5 5 Week day dinner,Weekend dinner,At a party $20  Finding Nemo Wine Parents,Friends nan",Sushi
"3 Not very many, but it depends. Around 4. Week day dinner,Weekend dinner Depends on how many pieces are in a serving, but this food item is expensive. I don't think of a movie when thinking of this food item Sake! Parents,Friends nan",Sushi
"3 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 10 doraemon ocha Parents,Siblings A little (mild)",Sushi
3 5-10 Weekend dinner 80 dollars Jiro Dreams of Sushi juice Friends nan,Sushi
